env_type,robot_x,robot_y,robot_theta,has_expert_label,expert_confidence,ctrlnums,controlGraph,robot_positions,corridor_width,front_clearance,left_clearance,right_clearance,obstacle_density,sector_0_min,sector_1_min,sector_2_min,sector_3_min,sector_4_min,sector_5_min,sector_6_min,sector_7_min,sector_0_avg,sector_1_avg,sector_2_avg,sector_3_avg,sector_4_avg,sector_5_avg,sector_6_avg,sector_7_avg
open_space,18.7,-8,2.58452,0,0,3,,,11.8,8,1,4.6,0.391667,10,10,4.6,1.2,1,1,1.8,8,10,10,6.4,1.99333,1.03556,1.27556,5.32444,8.8
open_space,4.5,-5.3,0.635684,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,15.1,5.2,10,4.4,0,5.2,5.1,4.4,4.3,5.3,10,10,8.8,6.26667,5.39111,5.23778,4.54444,7.02069,10,10,9.36667
open_space,11.6,-14,1.76444,0,0,3,,,18.3,10,8.1,6.9,0,10,10,6.9,5.7,5.8,8.1,8.3,10,10,10,8.15238,5.99111,7.14222,8.51111,8.95,10
open_space,18,-0.5,3.4295,0,0,3,,,6.5,0.6,0.3,1.9,0.638889,10,6.2,1.9,1,0.3,0.3,0.3,0.6,10,7.5,3.06222,1.67111,0.506667,0.3,0.384444,1.76429
open_space,17.5,-5.8,3.70476,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,10.8,10,5.6,2.3,0.233333,10,4.2,2.3,2.2,2.6,5.6,6.6,10,10,6.1,2.85333,2.28444,4.06667,5.82889,7.976,10
open_space,9.7,-19.4,2.00586,0,0,3,,,10.7,10,0.8,0.3,0.472222,10,0.7,0.3,0.3,0.3,0.8,10,10,10,5.57045,0.415556,0.3,0.448889,4.15,10,10
open_space,13.8,-2.4,4.92274,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,15.9,7.1,4,2.6,0.236111,7.1,5.9,2.6,2.2,2.2,4,10,10,8.31429,6.18,4.24,2.29778,2.78222,5.99524,10,10
open_space,1.8,-19.6,5.82626,1,1,3,0|1|0；0|0|1；0|0|0,0|0；-0.5|0；-1|0,10.1,0.1,0.1,5.1,0.658333,0.2,10,5.1,1.8,0.2,0.1,0.1,0.1,0.457692,10,6.75556,2.69333,1.20889,0.126667,0.1,0.106667
open_space,16.8,-18.6,0.664971,0,0,3,,,11.4,2.9,1.1,10,0.438889,3.7,10,10,1.8,1.1,1.1,1.4,2.9,5.61667,10,10,3.69062,1.31333,1.16667,2.24444,3.08889
open_space,13.7,-9.6,4.77649,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,16,8.1,10,6,0,8.1,6,6,9.1,9.4,10,10,10,8.975,6.56444,6.92,9.55862,9.65556,10,10,10
open_space,6.4,-12.3,5.96173,0,0,3,,,17.4,8.3,6.9,10,0,10,10,10,6.6,6.2,6.9,7.4,8.3,10,10,10,7.82121,6.37778,8.26,7.61111,9.04706
open_space,2.1,-11.2,0.352101,0,0,3,,,14.8,10,4.5,2.1,0.280556,10,5.7,2.1,1.9,2,4.5,9.1,10,10,7.33333,3.10222,1.94889,2.74,7.87333,9.48462,10
open_space,9.4,-5.1,2.68126,0,0,3,,,14.6,5.2,4.9,9.7,0,9.2,9.7,10,10,10,5.5,4.9,5.2,9.42381,9.86667,10,10,10,7.08824,5.04444,6.73256
open_space,9.6,-18,0.0240617,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,11.7,2.4,1.7,10,0.305556,10,10,10,9.4,2.4,1.7,1.7,2.4,10,10,10,9.60909,5.26444,1.88667,1.91111,4.43714
open_space,15,-7.2,0.511281,0,0,3,,,11.9,4.7,4.9,7,0,5.4,7,8,10,10,9.9,4.9,4.7,7.00444,7.23111,8.86471,10,10,9.9,6.41111,4.85111
open_space,3.4,-15.3,2.70142,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,13.2,3.2,9.8,3.4,0,3.2,3.4,4.4,4.7,10,10,9.8,3.6,3.28667,4.33333,4.52,6.33333,10,10,9.8,5.3
open_space,9.7,-9.6,2.64385,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,19.3,9.5,9.4,9.9,0,9.5,9.9,10,10,10,10,9.4,9.8,9.65429,9.96667,10,10,10,10,9.57838,9.92
open_space,16.2,-2.1,3.8437,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,8,10,1.9,3.5,0.280556,10,5.5,3.5,3,1.9,1.9,2.5,10,10,7.275,4.11778,3.56222,2.23333,2.04444,4.4275,10
open_space,1.6,-10.8,1.90166,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,11.4,1.6,10,1.4,0.347222,1.6,1.4,1.5,3.1,9.4,10,10,4.4,2.34444,1.43333,1.96667,7.40222,9.67778,10,10,6.48182
open_space,2.9,-2.1,1.41446,0,0,3,,,5.6,1.9,3.3,2.3,0.413889,1.9,2.3,2.7,3.3,10,10,3.3,1.9,2,2.84667,2.84667,5.24103,10,10,5.324,2.34
open_space,6.7,-8.2,2.3912,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,14.5,6.5,8,6.5,0,6.5,6.5,9.5,10,10,10,8,8,7.2,7.38,9.7,10,10,10,8.61026,8.77143
open_space,16.3,-2.8,3.1271,0,0,3,,,12.6,3.6,2.6,4.9,0.158333,10,10,4.9,3.4,3.4,2.6,2.6,3.6,10,10,6.7375,3.84889,3.70444,2.94222,2.87556,5.64375
open_space,6.5,-5.4,4.47363,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,16.3,7.4,6.1,10,0,10,10,10,5.4,5.2,6.1,6.3,7.4,10,10,10,6.86222,5.39556,7.04,6.54222,8.4
open_space,1.7,-18,3.00928,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,4.2,1.5,2.5,1.7,0.569444,1.5,1.7,1.7,2.1,10,10,2.5,1.5,1.58889,1.93778,1.80222,3.99773,10,10,4.56207,1.81333
open_space,14,-15.7,4.69269,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,11.4,4,5.9,5.5,0,4,5.5,5.7,7.9,10,10,5.9,4,4.42889,6.10889,6.30667,8.78333,10,10,7.44,4.54222
open_space,17.9,-5.6,2.81158,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,15.4,6,2,4.2,0.291667,10,10,4.2,1.9,1.8,2,5.4,6,10,10,6.28125,2.58,1.84667,2.95778,5.54444,7.4625
open_space,4.8,-6.4,1.45225,0,0,3,,,14.6,6.2,10,4.6,0,6.2,4.6,4.6,5.8,10,10,10,6.3,6.61111,5.54222,4.90889,7.384,10,10,10,7.46444
open_space,4.8,-2.9,5.04414,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,13.5,10,4.6,3,0.130556,10,8.6,3,2.7,2.9,4.6,4.9,10,10,9.13333,4.55556,2.77333,3.79778,4.73111,6.44773,10
open_space,12.7,-12.5,4.18183,0,0,3,,,17.4,7.2,10,7,0,7.2,7.4,7,7.2,10,10,10,8.4,7.47333,8.58444,7.26889,8.25937,10,10,10,9.08462
open_space,8.5,-1.4,2.85428,0,0,3,,,10.6,1.4,1.2,9.4,0.372222,4.1,9.4,10,10,2.5,1.3,1.2,1.4,7.99111,9.65,10,10,4.4381,1.64444,1.22444,2.08889
open_space,8.5,-7.3,1.57847,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,18.3,7.1,10,8.3,0,7.1,8.3,8.3,10,10,10,10,7.1,7.95556,8.83529,8.82353,10,10,10,10,7.95778
open_space,13.2,-9.3,0.830298,0,0,3,,,15.6,6.5,6.5,9.1,0,9.1,9.1,10,10,10,8.9,6.5,6.5,9.41667,9.43043,10,10,10,9.42857,7.17556,7.41778
open_space,10.4,-16,2.66539,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,14.2,10,9.8,3.7,0,10,4.2,3.7,3.9,8,9.8,10,10,10,6.01463,3.81333,5.12667,9.39778,9.88,10,10
open_space,8.3,-1.3,0.66427,0,0,3,,,11.1,1.1,10,1.1,0.380556,1.1,1.1,1.4,8.1,10,10,10,1.8,1.31333,1.16667,2.75778,8.60909,10,10,10,3.7
open_space,16.3,-17.4,3.45413,0,0,3,,,12.3,2.6,7.4,2.3,0.219444,2.6,2.3,2.4,3.4,3.6,7.4,10,7.8,3.99333,2.36667,3.11556,3.50222,4.72444,8.5125,10,8.575
open_space,10,-4.4,0.98321,0,0,3,,,14,4.2,9.7,4.3,0,4.2,4.3,7.5,10,10,10,9.7,5.1,4.40667,5.28444,9.50588,10,10,10,9.78462,7.14571
open_space,18.2,-10.2,0.57447,0,0,3,,,8.5,1.5,1.5,7,0.333333,1.8,7,10,10,9.8,2.8,1.5,1.5,3.01333,9.47333,10,10,9.88571,7.02222,1.92222,1.55778
open_space,14.9,-14.1,4.33143,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,15.2,5.6,10,4.8,0,5.6,5.2,4.8,5.2,10,10,10,6.1,5.74222,6.25333,4.92,6.82821,10,10,10,7.49118
open_space,15.4,-1.3,2.64346,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,11.1,1.1,1.1,10,0.383333,2.2,10,10,4.9,4,1.3,1.1,1.1,4.2087,10,10,6.66111,4.42889,1.97333,1.12667,1.48444
open_space,12.5,-9.6,5.78158,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,17.5,7.2,10,7.5,0,7.2,7.5,9.4,9.8,10,10,10,8.3,7.44444,8.47931,9.57568,9.9,10,10,10,9.03333
open_space,17.4,-12.5,3.18272,0,0,3,,,17.2,9.9,3.4,3.2,0.216667,9.9,7.2,3.2,2.3,2.3,3.4,10,10,9.9,7.95333,5.54,2.53778,2.61111,5.34667,10,10
open_space,9.3,-11.5,5.71904,0,0,3,,,18.2,8.4,8.2,10,0,10,10,10,10,9.1,9.3,8.2,8.4,10,10,10,10,9.31892,9.675,8.56667,9.03043
open_space,11.6,-9.2,6.20346,0,0,3,,,19,8.1,10,9,0,8.1,9,9,10,10,10,10,8.1,8.6122,9.4,9.29375,10,10,10,10,8.78065
open_space,8.1,-8.3,3.75049,0,0,3,,,18.1,7.9,8.1,10,0,9.6,10,10,10,8.3,8.1,8.1,7.9,9.8,10,10,10,8.95385,8.51111,8.88667,8.30444
open_space,7.5,-8,0.255791,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,17.8,9.1,10,7.8,0,9.1,7.8,8.1,7.3,7.5,10,10,10,9.5,8.1,8.96053,7.57778,8.46552,10,10,10
open_space,10.9,-8.1,1.92946,0,0,3,,,18.7,7.9,8.7,10,0,8.4,10,10,10,9.7,8.8,8.7,7.9,9.1,10,10,10,9.85,9.04222,9.45455,8.11778
open_space,4.1,-9.5,1.09794,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,14.4,9.3,10,3.9,0,9.3,4.4,3.9,4.1,8.5,10,10,10,9.4975,6.62444,4.01556,5.41556,9.16,10,10,10
open_space,4.6,-13.6,5.51472,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,16.1,6.1,4.4,10,0,8.8,10,10,6.2,4.4,4.4,6.1,6.1,9.31429,10,10,7.74,4.91111,4.94667,6.58222,6.86
open_space,4.6,-16.2,4.31223,0,0,3,,,8.2,3.5,4.4,3.8,0,3.5,3.8,8.9,10,10,4.8,4.4,3.8,3.58889,5.26889,9.3,10,10,6.50244,4.51556,4.72444
open_space,12.1,-5.4,3.46656,0,0,3,,,15.5,10,5.2,8.6,0,10,10,8.6,7.6,5.8,5.2,5.5,10,10,10,9.19286,7.82889,7.60222,5.35111,6.99024,10
open_space,12.1,-4.1,6.12245,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,14,6.8,10,3.9,0,6.8,4,3.9,4.8,10,10,10,7.7,7.77333,4.82889,4.11111,6.57812,10,10,10,8.54516
open_space,11.8,-6.9,6.03867,0,0,3,,,16.9,7.9,10,6.7,0,7.9,6.9,6.7,7.8,10,10,10,8.2,8.19333,8.35238,6.94667,8.76111,10,10,10,8.92083
open_space,13.7,-2,4.30253,0,0,3,,,11,10,1.9,5,0.294444,10,6.6,5,2,1.8,1.9,4.4,10,10,7.92333,6.07778,2.84,1.84,2.66222,6.40714,10
open_space,5,-13.4,4.2499,0,0,3,,,11.4,5.1,4.8,6.6,0,6.3,6.6,10,10,10,5.4,4.8,5.1,6.48889,7.84545,10,10,10,7.04286,4.94444,6.38444
open_space,10.3,-16.4,0.480448,0,0,3,,,13.7,9.4,3.3,10,0,10,10,10,7.3,3.5,3.3,3.7,9.4,10,10,10,8.4375,4.63111,3.39556,5.64667,9.59231
open_space,13.2,-11.4,6.18022,0,0,3,,,16.7,6.5,8.3,8.4,0,6.5,8.4,10,10,10,8.4,8.3,6.5,6.96667,9.07273,10,10,10,8.97143,8.76585,7.63721
open_space,17.4,-14.8,1.09697,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,12.3,2.4,2.3,10,0.216667,5,10,10,5.6,4.9,2.6,2.3,2.4,6.90667,10,10,7.10303,5.05111,3.81111,2.36667,3.18889
open_space,4.8,-15.7,3.76194,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,8.7,4.1,4.7,4,0,4.1,4,4.9,10,10,8.1,4.7,4.6,4.88444,4.20889,6.69375,10,10,8.925,5.71111,4.84667
open_space,2.7,-6.3,0.606456,0,0,3,,,14.5,6.2,10,2.5,0.180556,6.2,4.5,2.5,2.5,3,10,10,10,7.47381,5.97111,3.13556,2.62,4.9881,10,10,10
open_space,2.4,-13.9,1.5131,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,12.2,3.3,7.8,2.2,0.233333,3.3,2.2,2.2,2.9,5.8,7.8,10,10,5.37931,2.54889,2.39333,4.75778,6.31778,8.75,10,10
open_space,7.5,-12.8,3.98337,0,0,3,,,14.2,6.9,7.3,6.9,0,6.9,6.9,10,10,10,9.9,7.3,7.3,7.57333,7.87727,10,10,10,9.9,8.02,8.30444
open_space,7.7,-14.9,0.305659,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,15,10,4.8,8.5,0,10,10,8.5,7.5,5.5,4.8,5,10,10,10,9.18571,7.73556,7.26444,4.95333,6.63111,10
open_space,7.1,-10.7,2.28134,0,0,3,,,16.9,6.9,10,6.9,0,6.9,6.9,9,9,10,10,10,10,7.92857,7.47333,9.44483,9.27742,10,10,10,10
open_space,1.2,-15.2,4.37115,0,0,3,,,6,1.1,1,5,0.394444,2.9,5,10,10,2.3,1.1,1,1.1,4.41778,6.68462,10,10,4.18947,1.44222,1.02,1.6
open_space,14.3,-9.7,5.65131,0,0,3,,,15.5,5.4,10,5.5,0,5.4,5.5,9.1,9.6,10,10,10,6.8,5.73333,6.57333,9.60323,9.79091,10,10,10,8.08571
open_space,2.6,-5.5,2.16751,0,0,3,,,7.8,2.5,5.4,2.4,0.2,2.5,2.4,2.9,10,10,9.6,5.4,4.3,3.03111,2.50889,4.82093,10,10,9.75,6.70667,5.32
open_space,2.1,-9.1,3.50754,0,0,3,,,6.7,1.9,2.1,4.6,0.280556,2,4.6,10,10,9.8,5.5,2.1,1.9,2.78444,6.55,10,10,9.9,8.67778,3.04,1.94444
open_space,11.3,-2.5,0.606165,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,10.9,2.3,8.6,2.3,0.216667,2.3,2.3,2.8,10,10,10,8.6,4.1,2.88,2.40889,4.71163,10,10,10,9.14783,7.30444
open_space,16.1,-17.3,2.81908,0,0,3,,,12.5,5.5,4,2.4,0.2,5.5,2.5,2.4,2.7,3.6,4,10,10,7.125,3.42,2.46222,3.51778,3.7,5.8,10,10
open_space,14.6,-13.5,2.77909,0,0,3,,,16.7,10,5.6,6.2,0,10,6.7,6.2,5.5,5.1,5.6,10,10,10,7.93548,6.36,6.74,5.23333,7.13333,10,10
open_space,12.3,-2.5,4.31564,0,0,3,,,14,10,2.5,6.3,0.216667,10,8.1,6.3,2.5,2.3,2.5,5.9,10,10,8.85789,7.49111,3.58,2.35556,3.46222,7.42,10
open_space,9.8,-0.7,1.58959,0,0,3,,,1.4,0.5,0.7,0.7,0.45,0.5,0.7,9.6,10,10,9.9,0.7,0.5,0.553333,2.38222,9.75294,10,10,9.94545,2.16,0.548889
open_space,12.2,-4.9,1.33677,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,13,4.7,7.5,5.5,0,4.7,5.5,10,10,10,7.7,7.5,4.9,4.88667,7.10645,10,10,10,8.61786,7.79333,6.17556
open_space,8.1,-18.7,4.14157,0,0,3,,,5.9,1,4.9,1,0.394444,1,1,1.8,10,10,9.5,4.9,1.2,1.04,1.26444,3.70714,10,10,9.72,8.04889,2.05778
open_space,13.9,-5.5,0.0263397,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,13.4,5.8,8.1,5.3,0,5.8,5.3,5.3,7.7,10,10,8.1,5.8,6.51333,5.89778,5.99333,8.65,10,10,8.95455,6.44444
open_space,1.7,-2.9,0.574196,0,0,3,,,12.7,2.8,7,1.5,0.466667,2.8,2.7,1.5,1.5,1.8,7,10,5.1,3.47778,2.79556,1.92222,1.55778,3.01111,8.025,10,6.88235
open_space,1.1,-6,1.06564,0,0,3,,,11,3.3,10,0.9,0.405556,3.3,1,0.9,0.9,1.8,10,10,6.7,5.72889,1.62222,0.922222,1.2,3.768,10,10,7.948
open_space,12.5,-19.4,3.86141,0,0,3,,,10.3,0.3,10,0.3,0.472222,0.3,0.3,0.4,3.9,9.6,10,10,0.4,0.335556,0.315556,0.848889,7.70667,9.8,10,10,1.21282
open_space,13.8,-1.7,5.61428,0,0,3,,,11.9,5.9,10,1.5,0.333333,5.9,1.9,1.5,1.5,2.4,10,10,7.6,6.33333,3.6,1.60444,1.77333,4.24333,10,10,8.58667
open_space,16.7,-11.8,1.88931,0,0,3,,,13.2,6.6,3,8.9,0,10,10,8.9,7.9,3.4,3,3.2,6.6,10,10,9.40909,8.13556,5.11778,3.08444,4.19778,7.97
open_space,6.3,-17.1,1.91058,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,16.1,6.8,6,2.9,0.155556,6.8,6.1,2.9,2.6,2.8,6,10,10,8.07407,6.27333,4.27556,2.67111,3.71556,7.5,10,10
open_space,18.2,-1.6,2.52599,0,0,3,,,11.4,1.4,1.4,9.6,0.588889,2.4,10,9.6,1.8,1.5,1.5,1.4,1.4,4.35,10,9.6,3.46222,1.58,1.73556,1.47333,1.71556
open_space,13.2,-17.7,4.44414,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,6.4,2,4.1,2.3,0.266667,2,2.3,6.5,7.5,10,10,4.1,2.1,2.06222,3.61556,6.71778,8.53333,10,10,6.14444,2.69778
open_space,2.3,-2.8,1.44264,0,0,3,,,6.4,2.6,4.3,2.1,0.408333,2.6,2.1,2.1,2.6,10,10,4.3,2.6,2.76444,2.53556,2.23111,4.53171,10,10,6.20455,3.14
open_space,11.3,-15.6,5.38134,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,12.5,4.1,4.1,8.4,0,5.2,8.4,10,10,10,6.7,4.1,4.1,7.59111,8.83659,10,10,10,8.08571,4.92667,4.37556
open_space,15.2,-4.5,2.30035,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,14.3,4.3,4.3,10,0,5.8,10,10,6.9,4.5,4.5,4.3,4.3,7.40833,10,10,8.18,5.21778,4.90667,4.96889,4.69111
open_space,3.2,-4.8,3.51539,0,0,3,,,10.7,3,3.3,7.4,0,3.2,7.4,10,10,5.1,4.6,3.3,3,4.44444,8.51429,10,10,6.70513,4.72,4.36222,3.07556
open_space,11.9,-18.2,5.57072,0,0,3,,,9.3,1.5,1.5,7.8,0.333333,2.3,7.8,10,10,10,2,1.5,1.5,5.11333,8.57222,10,10,10,3.76,1.62889,1.72667
open_space,1.3,-11.9,1.94412,0,0,3,,,11.1,1.2,10,1.1,0.383333,1.2,1.1,1.2,2.7,8.4,10,10,3.1,1.73111,1.12444,1.61556,6.60667,9.04444,10,10,5.17333
open_space,19,-6.5,1.73687,0,0,3,,,10.7,1.2,0.7,10,0.427778,6.4,10,10,4.4,0.9,0.7,0.7,1.2,7.55714,10,10,6.06,1.59333,0.731111,0.844444,3.64667
open_space,2.9,-0.9,3.99256,0,0,3,,,11,2.7,0.7,10,0.530556,4.1,10,10,0.9,0.7,0.7,1,2.7,5.97692,10,10,2.32889,0.757778,0.795556,2.00667,3.10444
open_space,2.3,-0.9,6.22882,0,0,3,,,10.7,1,2.8,0.7,0.588889,1,0.7,0.7,0.9,2.1,2.8,10,10,2.55,0.8,0.757778,1.58222,2.28444,4.77297,10,10
open_space,17.6,-10.4,0.496768,0,0,3,,,9.5,2.1,2.2,7.3,0.25,2.4,7.3,10,10,9.8,4.5,2.2,2.1,3.68,8.3,10,10,9.88,8.34222,2.89111,2.16222
open_space,2.4,-10.3,1.07473,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,12.5,8.1,9.8,2.2,0.233333,8.1,2.5,2.2,2.3,4.6,9.8,10,10,8.95,3.96444,2.27111,2.98444,8.39778,9.92,10,10
open_space,2.9,-16.8,6.21063,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,12.9,3.8,2.9,4.2,0.191667,10,10,4.2,2.7,2.7,2.9,2.9,3.8,10,10,6.152,3.15333,2.92222,3.31778,3.14,5.74545
open_space,11.4,-12.5,0.214711,0,0,3,,,17.4,8.3,7.2,10,0,8.5,10,10,10,8.6,7.2,7.4,8.3,9.1087,10,10,10,9.23636,7.53333,8.4,8.68667
open_space,1.4,-16.8,1.9273,0,0,3,,,11.2,1.3,6.9,1.2,0.433333,1.3,1.2,1.3,2.8,3.1,6.9,10,3.5,1.92889,1.22444,1.72889,2.95778,4.21333,8.3,10,5.45385
open_space,1.5,-6.1,5.00803,0,0,3,,,11.4,2.7,1.3,6.7,0.358333,10,10,6.7,4.6,1.5,1.3,1.4,2.7,10,10,8.05385,6.00222,2.29778,1.33333,1.76667,4.65238
open_space,3.6,-9.2,6.27486,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,19,10,4.7,4.9,0,10,9,4.9,3.4,3.4,4.7,10,10,10,9.36154,7.84222,3.83778,3.78,6.53846,10,10
open_space,8.9,-6.5,2.05904,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,15.3,6.3,6.6,8.7,0,7.1,8.7,9.8,10,10,10,6.6,6.3,8.73243,8.96444,9.9,10,10,10,7.86471,6.49111
open_space,17.6,-18.4,3.17819,0,0,3,,,11.3,1.8,3.1,1.3,0.552778,1.8,1.3,1.3,1.9,2.1,3.1,10,10,3.48205,1.43333,1.47111,2.18,2.38222,5.11562,10,10
open_space,3.6,-14.2,1.94074,0,0,3,,,13.4,3.7,10,3.4,0,3.7,3.4,3.6,5.5,5.9,10,10,9.8,5.43111,3.48667,4.86444,5.64667,7.31389,10,10,9.8
open_space,16.4,-18.3,4.93242,0,0,3,,,4.3,1.4,1.7,2.6,0.344444,1.4,2.6,3.4,6.1,10,6.8,1.7,1.4,1.78222,3.27556,4.22444,7.67857,10,7.85,2.86444,1.45556
open_space,3.3,-11.6,0.673951,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,15,10,8.1,3.1,0,10,5,3.1,3.1,4,8.1,10,10,10,6.805,3.70667,3.31556,6.41333,8.6,10,10
open_space,14.4,-11.4,4.11118,0,0,3,,,16.5,8.3,10,5.3,0,8.3,6.5,5.3,5.4,9.3,10,10,10,8.71364,8.39111,5.58222,6.6,9.56667,10,10,10
open_space,8.8,-16.8,4.04523,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,11.5,2.9,8.6,2.9,0.0583333,2.9,2.9,4.7,10,10,10,8.6,3.7,3.11111,3.44889,6.52727,10,10,10,8.99737,6.35556
open_space,9.8,-18,2.32289,0,0,3,,,12.5,9.6,9.9,1.7,0.308333,9.6,2.5,1.7,1.7,2.3,9.9,10,10,9.76667,5.83333,1.93778,1.86444,5.10889,9.93333,10,10
open_space,4.5,-14.8,0.00368147,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,14.9,6.9,4.9,6.1,0,10,10,6.1,4.3,4.3,4.9,4.9,6.9,10,10,7.715,4.83111,4.80889,5.46444,5.48222,8.175
open_space,11.5,-5.7,4.37963,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,18.7,10,6.1,8.2,0,10,8.7,8.2,5.9,5.5,6.1,10,10,10,9.29375,8.42889,7.65333,5.65111,7.57812,10,10
open_space,8.2,-17.3,3.9871,0,0,3,,,10.4,2.4,8,2.4,0.2,2.4,2.4,3.6,10,10,10,8,3.2,2.62667,2.75333,5.51071,10,10,10,8.5725,5.83556
open_space,9.4,-7.8,3.74955,0,0,3,,,19.2,9.2,7.6,10,0,10,10,10,10,7.7,7.6,9.2,9.2,10,10,10,10,8.57333,7.98444,9.635,9.39412
open_space,18.9,-18.4,2.41393,0,0,3,,,3,10,0.8,1.3,0.636111,10,1.8,1.3,1.1,0.8,0.8,1.2,10,10,3.56098,1.42,1.32444,0.871111,0.906667,2.71316,10
open_space,18.8,-7.5,3.18349,0,0,3,,,17.3,10,1.3,1.2,0.405556,10,10,1.2,0.9,0.9,1.3,7.3,10,10,10,2.7381,0.986667,1.01556,3.50222,8.16429,10
open_space,14,-16.8,1.91187,0,0,3,,,15,10,5.7,3.2,0.0611111,10,9,3.2,2.9,3.1,5.7,6,10,10,9.25,4.82222,2.97778,4.14222,5.85778,7.46757,10
open_space,2,-13.7,4.08304,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,7.9,1.8,1.8,6.1,0.291667,3,6.1,10,10,10,2.2,1.8,1.8,5.21111,7.32,10,10,10,4.03023,1.90667,2.18889
open_space,2.6,-6.7,5.05868,0,0,3,,,12.5,5.6,2.4,7.2,0.2,10,10,7.2,6.5,2.7,2.4,2.5,5.6,10,10,8.32917,6.68222,3.96,2.46222,3.44667,7.26667
open_space,7,-5.7,5.46307,0,0,3,,,17.5,10,6.8,5.5,0,10,8.2,5.5,5.5,6.8,6.8,9.3,10,10,8.93333,6.3,6.05111,7.54222,7.47778,9.6,10
open_space,7.7,-3,5.06711,0,0,3,,,16.4,10,6.6,3.1,0.102778,10,8.4,3.1,2.8,3,6.6,8,10,10,9.075,4.56889,2.87333,4.06667,7.60444,8.82273,10
