env_type,robot_x,robot_y,robot_theta,has_expert_label,expert_confidence,ctrlnums, controlGraph, robot_positions,corridor_width,front_clearance,left_clearance,right_clearance,obstacle_density,sector_0_min,sector_1_min,sector_2_min,sector_3_min,sector_4_min,sector_5_min,sector_6_min,sector_7_min,sector_0_avg,sector_1_avg,sector_2_avg,sector_3_avg,sector_4_avg,sector_5_avg,sector_6_avg,sector_7_avg
open_space,11.8,-2.6,2.44296,0,0,3,,,12.4,2.4,2.4,10,0.197222,3.7,10,10,10,7.9,3.2,2.4,2.4,5.71111,10,10,10,8.49535,5.65111,2.60222,2.8
open_space,6.1,-8.8,3.18418,0,0,3,,,16.8,5.9,8.1,8.7,0,5.9,8.7,10,10,10,8.6,8.1,5.9,6.71778,9.24286,10,10,10,9.02424,9.045,6.51333
open_space,11.8,-4.3,3.19302,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,14.1,6.1,4.1,10,0,10,10,10,7.9,5.6,4.1,4.1,6.1,10,10,10,8.52439,7.63333,4.50889,4.69333,7.68421
open_space,2.2,-1,2.40952,1,1,3,0|1|1；0|0|0；0|0|0,0|0；1|0；2|0,2.8,0.8,0.8,2,0.591667,1.2,2,3,10,10,1.1,0.8,0.8,1.8,2.28889,4.93871,10,10,2.44884,0.871111,0.906667
open_space,2.5,-4.4,3.84453,0,0,3,,,12.3,2.3,2.3,10,0.216667,3,10,10,6.6,4.2,3.6,2.3,2.3,4.91081,10,10,7.94667,4.93556,4.29111,2.7,2.48
open_space,19.6,-19.1,0.148738,1,1,3,0|1|1；0|0|0；0|0|0,0|0；1|0；2|0,0.2,0.1,0.1,0.1,0.716667,0.1,0.1,10,4.3,0.7,0.4,0.1,0.1,0.1,0.491892,10,6.2,1.42444,0.622222,0.166667,0.1
open_space,13.3,-11.9,1.50242,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,16.4,8.5,6.4,10,0,10,10,10,7.8,7.8,6.4,6.4,8.5,10,10,10,8.58,8.46222,7.46889,6.94444,9.15
open_space,7.5,-1.4,0.202605,0,0,3,,,11.2,1.4,10,1.2,0.372222,1.4,1.2,1.2,2.1,7.5,10,10,6.3,2.54,1.25111,1.50222,5.28222,8.36875,10,10,7.92
open_space,5.3,-4.7,2.78537,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,10.1,4.9,4.5,5.6,0,5.1,5.6,10,10,10,4.8,4.5,4.9,5.23111,7.17222,10,10,10,6.5093,4.61556,5.81778
open_space,3.9,-9.8,1.01552,0,0,3,,,14.4,9.6,10,3.7,0,9.6,4.4,3.7,3.8,7,10,10,10,9.71333,6.63902,3.85556,4.77111,9.34516,10,10,10
open_space,10.5,-15.8,4.56776,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,11.5,3.9,6.6,4.9,0,3.9,4.9,9.2,10,10,10,6.6,4,4.12667,7.54667,9.41818,10,10,10,8.08571,4.77778
open_space,16.8,-10.3,0.552968,0,0,3,,,13,2.9,3,10,0.0583333,3.4,10,10,10,9.7,5.6,3,2.9,5.26429,10,10,10,9.84286,8.79556,3.79778,3.01111
open_space,17.3,-17.2,6.11321,0,0,3,,,5.4,2.4,2.5,2.9,0.380556,2.4,2.9,10,10,4.4,2.5,2.5,2.4,2.52,4.87857,10,10,6.42381,3.11111,2.62444,2.88
open_space,1.5,-0.6,5.22218,1,1,3,0|1|1；0|0|0；0|0|0,0|0；1|0；2|0,2.3,4.6,1.3,0.4,0.661111,10,0.8,0.4,0.4,0.5,1.3,1.5,4.6,10,2.14815,0.524444,0.4,0.688889,1.33333,2.30444,6.47778
open_space,5.7,-16.1,3.4553,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,9.8,4.1,6.2,3.6,0,4.1,3.6,3.8,7.9,10,10,6.2,5.5,5.38222,3.70667,5.01111,8.81429,10,10,7.6069,5.66667
open_space,9.4,-11.2,2.42215,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,19.2,9.2,10,8.5,0,9.2,9.2,8.5,8.5,10,10,10,10,9.43333,9.52857,8.95278,9.04138,10,10,10,10
open_space,4.5,-4.8,6.23119,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,14.6,7,5.8,4.6,0,7,4.6,4.6,4.3,4.3,5.8,10,10,8.17857,5.32,5.02444,4.96889,4.69556,7.36087,10,10
open_space,17.7,-1,3.92332,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,4,10,0.8,2,0.591667,10,2.9,2,1.1,0.8,0.8,1.1,10,10,4.84545,2.24889,1.76,0.891111,0.884444,2.48049,10
open_space,15.4,-14.9,1.94975,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,14.6,10,4.3,5.3,0,10,10,5.3,4.8,4.7,4.3,4.6,10,10,10,6.87895,4.92667,5.52,4.41111,6.33409,10
open_space,1.3,-12.3,5.10923,0,0,3,,,11.2,2.8,1.1,10,0.383333,8,10,10,2.9,1.2,1.1,1.2,2.8,8.82,10,10,4.875,1.68,1.12222,1.65778,6.5
open_space,17.9,-3.6,2.28875,0,0,3,,,12.4,3.4,1.8,10,0.294444,4.5,10,10,2.8,1.8,1.8,2.4,3.4,6.39333,10,10,4.83548,2.09111,1.94889,3.26222,3.69111
open_space,13.4,-5.7,6.11816,0,0,3,,,15.6,6.3,10,5.5,0,6.3,5.6,5.5,6.7,10,10,10,6.4,6.64,6.71111,5.79556,8.04091,10,10,10,7.58293
open_space,14,-2.6,4.17103,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,11.3,10,2.5,5.7,0.197222,10,6.7,5.7,2.8,2.4,2.5,4.6,10,10,7.99583,5.92667,4.34222,2.49333,3.13111,6.53889,10
open_space,14.1,-1.3,4.95474,0,0,3,,,14.8,6.6,2.1,1.3,0.380556,6.6,4.8,1.3,1.1,1.1,2.1,10,10,7.968,5.78889,2.13333,1.13778,1.42,4.10385,10,10
open_space,14.6,-7.9,5.54755,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,15.1,5.1,10,5.1,0,5.1,5.1,7.6,7.7,10,10,10,7,5.62,5.83333,8.16667,8.47368,10,10,10,8.22941
open_space,14.9,-19.3,3.6766,0,0,3,,,10.4,0.4,10,0.4,0.461111,0.4,0.4,0.5,1.5,5.6,10,10,0.8,0.513333,0.402222,0.717778,4.40222,7.11935,10,10,1.94643
open_space,10.8,-0.8,2.99387,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,10.6,0.7,0.6,10,0.438889,3.8,10,10,9,1,0.6,0.6,0.7,5.85,10,10,9.43158,4.16889,0.722222,0.626667,1.36
open_space,5.2,-17.7,3.0886,0,0,3,,,9.6,3,7.6,2,0.263889,3,2,2,2.7,10,10,7.6,5,4.57778,2.31111,2.18,4.55946,10,10,8.66667,5.78667
open_space,4.4,-3.2,5.88306,0,0,3,,,13.3,8.3,4.5,3,0,8.3,3.3,3,3.2,4.2,4.5,10,10,8.9,4.69556,3.07778,4.16222,4.30889,6.23409,10,10
open_space,18.5,-16,3.55183,0,0,3,,,13.1,4,3.2,1.3,0.372222,4,3.1,1.3,1.2,1.3,3.2,10,9.6,5.62222,3.73111,1.80222,1.22444,1.84222,5.13333,10,9.8
open_space,13.5,-19,3.63491,0,0,3,,,10.7,0.7,10,0.7,0.427778,0.7,0.7,0.8,2.3,7,10,10,1.5,0.951111,0.713333,1.19333,5.69556,8.19583,10,10,3.175
open_space,10.1,-5.6,0.876715,0,0,3,,,15,5.4,9.6,5.4,0,5.4,5.4,8.4,9.9,10,10,9.6,7.1,5.84667,6.32444,9.65217,9.98,10,10,9.70909,8.94
open_space,12.2,-4,3.1933,0,0,3,,,13.8,5.7,3.8,10,0,10,10,10,7.5,5.2,3.8,3.8,5.7,10,10,10,8.20455,7.17556,4.17556,4.34667,7.37143
open_space,4.8,-4.8,5.37914,0,0,3,,,13.4,10,4.6,4.6,0,10,7.6,4.6,4.6,4.6,4.6,5.8,10,10,8.67273,5.54222,4.90889,5.40667,4.90889,7.38,10
open_space,14.7,-3.2,2.46244,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,13,3,3,10,0,4.7,10,10,6.5,5,3.9,3,3,6.58636,10,10,7.90952,5.38667,5.02889,3.23111,3.54222
open_space,14.5,-2.9,5.86561,0,0,3,,,13,5.2,10,2.7,0.133333,5.2,3,2.7,2.9,6.6,10,10,5.7,5.33778,4.18444,2.76889,3.97778,7.96667,10,10,7.27714
open_space,12.1,-0.7,1.56478,1,1,3,0|1|1；0|0|0；0|0|0,0|0；1|0；2|0,1.4,0.5,0.7,0.7,0.45,0.5,0.7,10,10,10,7.6,0.7,0.5,0.546667,1.74884,10,10,10,8.35,2.25778,0.553333
open_space,17.6,-3.3,4.20858,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,8.8,7.9,3.2,2.1,0.25,7.9,2.4,2.1,2.2,3.1,3.2,6.4,10,8.8,3.82444,2.16667,2.79111,3.20222,4.17556,7.90833,10
open_space,11,-0.6,5.07555,0,0,3,,,11.1,9.6,0.9,0.4,0.461111,9.6,1.1,0.4,0.4,0.4,0.9,10,10,9.8,6.36222,0.62,0.4,0.562222,2.38261,10,10
open_space,3.4,-2.2,5.36638,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,7.3,10,3.2,2,0.266667,10,3.3,2,2,2.5,3.2,4,10,10,5.41154,2.41778,2.12,3.22889,3.4,5.95714,10
open_space,10.8,-10.8,4.54083,0,0,3,,,19.1,8.9,10,8.9,0,8.9,9.1,8.9,10,10,10,10,9.1,9.17632,9.44706,9.17632,10,10,10,10,9.44706
open_space,4.6,-16,0.383084,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,14,9.4,3.7,4.8,0,10,10,4.8,4.4,4,3.7,4,9.4,10,10,6.51951,4.51556,4.88,3.79333,5.55556,9.6
open_space,3.9,-17.5,1.50477,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,13.7,5.7,2.9,3.4,0.233333,5.7,3.7,3.4,2.2,2.2,2.9,10,10,7.30526,4.30667,3.84444,2.55333,2.38444,4.87838,10,10
open_space,17.7,-12.1,0.957477,0,0,3,,,12,2,2,10,0.263889,3.4,10,10,9.4,7.6,2.5,2,2,5.3875,10,10,9.64,8.03556,4.4,2.10889,2.46667
open_space,4.8,-16.6,2.39824,0,0,3,,,14.3,4.6,10,3.1,0,4.6,4.3,3.1,3.1,4.6,10,10,6.3,5.08,4.87333,3.42222,3.52667,6.388,10,10,7.8
open_space,1.5,-9,0.594614,0,0,3,,,12.3,9,6.6,1.3,0.358333,9,2.3,1.3,1.3,1.6,6.6,10,10,9.43889,6.17333,1.63778,1.35556,2.71778,7.775,10,10
open_space,13.7,-6.3,0.210454,0,0,3,,,13.3,6,7.2,6.1,0,6.1,6.1,6.2,10,10,10,7.2,6,7.19556,6.38667,7.48049,10,10,10,8.36,6.28222
open_space,4.7,-5.2,5.83544,0,0,3,,,15.6,10,4.8,5,0,10,5.6,5,5,4.5,4.8,10,10,10,7.13235,5.14,5.77778,4.62222,6.42444,10,10
open_space,7.2,-2.8,0.729336,0,0,3,,,12.6,2.6,10,2.6,0.158333,2.6,2.6,3.5,7,9.4,10,10,4,3.00444,2.83111,5.69111,7.62667,9.68,10,10,5.9963
open_space,16.4,-1.9,3.56584,0,0,3,,,10.2,4.7,1.7,3.5,0.308333,10,8.3,3.5,3.3,1.8,1.7,1.9,4.7,10,9.04,4.92889,3.38444,2.50444,1.73778,2.67111,6.70833
open_space,7.1,-17.2,1.69723,0,0,3,,,16.9,8.8,4.1,3.2,0.180556,8.8,6.9,3.2,2.5,2.5,4.1,10,10,9.4,7.38444,5.28222,2.67111,2.98444,6.01667,10,10
open_space,1.7,-6.6,0.729274,0,0,3,,,12.3,6.4,10,1.5,0.333333,6.4,2.3,1.5,1.5,2,10,10,9.8,7.41778,4.63556,1.72667,1.62889,3.7475,10,10,9.9
open_space,12.4,-13.8,5.58023,0,0,3,,,13.2,5.9,5.9,7.3,0,7.3,7.3,10,10,10,7.8,5.9,5.9,7.91778,8.19744,10,10,10,8.73077,6.40889,6.86889
open_space,16.2,-5.5,5.18621,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,13.5,3.7,10,3.5,0,3.7,3.5,3.9,5.3,5.9,10,10,7.9,4.94667,3.6,5.16889,5.45111,7.45,10,10,8.7
open_space,1.4,-19.1,3.69022,0,0,3,,,1.8,0.6,1.2,0.6,0.655556,0.6,0.6,0.7,2.4,10,2.3,1.2,1.1,0.773333,0.615556,1.11556,4.41818,10,4.21667,1.56667,1.22
open_space,2.5,-4.3,2.02045,0,0,3,,,6.7,2.4,4.4,2.3,0.216667,2.4,2.3,2.5,6.9,10,9.7,4.4,4.1,3.29111,2.35778,3.75778,8.21429,10,9.7,5.94667,4.20889
open_space,2,-1.5,4.18157,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,11.8,1.9,1.3,5.4,0.577778,3.5,10,5.4,1.5,1.3,1.3,1.8,1.9,5.58095,10,7.12857,2.47111,1.34222,1.68,1.86222,2.36222
open_space,16.4,-0.9,1.35909,1,1,3,0|1|1；0|0|0；0|0|0,0|0；1|0；2|0,2.1,0.7,1.3,0.8,0.427778,0.7,0.8,3.1,10,6.2,3.4,1.3,0.7,0.724444,1.37556,5.18889,10,7.66154,4.24444,2.68222,0.886667
open_space,9,-19,0.62982,0,0,3,,,10.9,4.2,0.7,8.9,0.427778,10,10,8.9,1.2,0.7,0.7,0.9,4.2,10,10,9.385,4.49778,0.853333,0.731111,1.57333,6.33333
open_space,3.1,-15.4,3.51702,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,7.5,2.9,3.2,4.3,0.0611111,3.1,4.3,4.6,10,10,8.2,3.2,2.9,4.06889,4.41111,6.31364,10,10,8.825,4.59778,2.97333
open_space,11.2,-5.3,3.84539,0,0,3,,,16.7,10,5.1,8.5,0,10,10,8.5,8,5.1,5.1,6.7,10,10,10,9.07037,8.86889,5.99778,5.50667,8.035,10
open_space,13.4,-10.5,2.55768,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,20,10,6.4,9.2,0,10,10,9.2,7.6,6.3,6.4,10,10,10,10,9.40857,9.06667,6.61333,7.615,10,10
open_space,0.7,-6.2,0.895855,0,0,3,,,10.6,4.9,10,0.5,0.45,4.9,0.6,0.5,0.5,0.8,10,10,7.8,6.43556,1.33111,0.528889,0.577778,2.08919,10,10,8.70714
open_space,9.6,-16.3,3.25819,0,0,3,,,13.4,4.4,10,3.4,0,4.4,3.4,3.4,5.5,10,10,10,9.4,7.26889,3.65111,4.03111,7.13684,10,10,10,9.56296
open_space,11.4,-14.3,1.36703,0,0,3,,,18.3,9.9,6.5,10,0,10,10,10,5.5,5.4,6.5,8.3,9.9,10,10,10,6.91333,5.64,8.37333,8.67111,9.95
open_space,4.7,-9.9,2.942,0,0,3,,,13.7,4.5,8.3,5.4,0,4.5,5.4,9.8,10,10,9.9,8.3,4.6,4.70222,7.17812,9.872,10,10,9.96667,9.65294,5.74222
open_space,17,-10.8,0.158793,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,8,2.7,3.4,4.6,0.133333,2.7,4.6,10,10,10,8.9,3.4,2.7,3.3,6.47619,10,10,10,9.18333,5.85778,2.85556
open_space,11.3,-1.8,1.24336,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,5.5,1.6,3.7,1.8,0.319444,1.6,1.8,4.9,10,10,8.9,3.7,1.7,1.63778,2.63333,6.63,10,10,9.4,7.44444,2.28667
open_space,2,-4.4,3.38356,0,0,3,,,5.5,1.8,2.1,3.4,0.294444,1.9,3.4,10,10,5,4.2,2.1,1.8,2.33778,5.56818,10,10,6.69412,4.36889,3.23778,1.86667
open_space,3.8,-8.1,3.07441,0,0,3,,,10.4,3.6,5.6,4.8,0,3.6,4.8,10,10,10,7.9,5.6,3.6,3.90444,6.64483,10,10,10,8.64412,7.63333,4.18889
open_space,2.4,-4.9,2.50863,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,6.9,2.2,4.7,2.2,0.233333,2.2,2.2,3.7,10,10,5.9,4.7,2.8,2.33333,2.66667,5.64167,10,10,7.48462,4.98444,4.10222
open_space,11.6,-8.9,4.19801,0,0,3,,,19.4,10,9,8.1,0,10,9.4,8.1,8.4,8.7,9,10,10,10,9.65,8.39111,9.03333,9.01111,9.44667,10,10
open_space,1.8,-0.9,1.00926,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,3.9,0.7,3.2,0.7,0.622222,0.7,0.7,1.3,1.6,3,10,3.2,0.8,0.724444,0.886667,1.58667,2.04667,5.04583,10,5.47778,1.39333
open_space,15.4,-0.5,2.33242,0,0,3,,,10.3,0.3,0.3,10,0.472222,0.4,10,10,6.3,4.3,0.4,0.3,0.3,1.08667,10,10,7.78889,4.89333,1.36667,0.328889,0.322222
open_space,17,-11.7,5.68616,0,0,3,,,10.7,2.7,8,2.7,0.133333,2.7,2.7,4.8,10,10,9.8,8,3.3,2.83778,3.36222,6.58947,10,10,9.9,8.42222,5.49111
open_space,15.9,-11.9,2.14297,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,14.5,10,3.8,8,0,10,10,8,7.2,3.9,3.8,4.5,10,10,10,8.75769,7.97778,4.90222,3.96,6.35,10
open_space,19.4,-0.3,6.07305,1,1,3,0|1|1；0|0|0；0|0|0,0|0；1|0；2|0,0.6,0.1,0.5,0.1,0.736111,0.1,0.1,0.1,0.1,0.3,10,0.5,0.3,0.255556,0.1,0.1,0.142222,0.783333,10,1.49677,0.366667
open_space,16.5,-7.5,1.07869,0,0,3,,,10.8,3.3,3.2,7.6,0,6.7,7.6,10,10,10,3.7,3.2,3.3,7.43333,8.54074,10,10,10,5.52093,3.30222,4.35778
open_space,14.1,-6.2,0.93587,0,0,3,,,11.7,5.7,5.6,6.1,0,6,6.1,10,10,10,7,5.6,5.7,6.37556,7.29778,10,10,10,8.21053,5.95111,6.68889
open_space,15,-11.4,3.29973,0,0,3,,,18.3,10,8,5.9,0,10,8.3,5.9,4.7,4.8,8,10,10,10,8.74419,7.99111,4.98222,5.73778,8.91111,10,10
open_space,13.2,-19.5,5.51152,1,1,3,0|1|0；0|0|1；0|0|0,0|0；-0.5|0；-1|0,6.7,0.2,0.2,6.5,0.483333,0.3,6.5,9.3,10,10,0.3,0.2,0.2,0.966667,7.3,9.64,10,10,0.752273,0.206667,0.208889
open_space,15.2,-10.4,4.2026,0,0,3,,,15.2,9.3,10,4.5,0,9.3,5.2,4.5,4.7,9.2,10,10,10,9.48947,7.39268,4.65778,6.03556,9.5,10,10,10
open_space,14.2,-5.8,0.996868,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,11.2,5.6,5.5,5.7,0,5.6,5.7,10,10,10,6.6,5.5,5.6,5.86667,7.11778,10,10,10,8,5.75778,6.60889
open_space,6.8,-17.3,3.07104,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,12.4,3.7,10,2.4,0.197222,3.7,2.4,2.4,3.2,10,10,10,6.6,5.88889,2.8,2.60222,5.12778,10,10,10,7.71556
open_space,12.7,-13.6,5.37645,0,0,3,,,13.2,6.1,6.2,7,0,7.1,7,8.9,10,10,10,6.2,6.1,7.97333,7.46444,9.3625,10,10,10,7.36,6.50222
open_space,19,-17.9,1.91786,0,0,3,,,6.2,1.6,0.7,2,0.611111,10,5.5,2,1.8,0.8,0.7,0.7,1.6,10,7.06667,2.96,1.84667,1.12889,0.708889,0.993333,3.38636
open_space,5.1,-12,4.25172,0,0,3,,,13,5.2,4.9,8.1,0,7.7,8.1,10,10,10,5.5,4.9,5.2,7.92889,8.88636,10,10,10,7.09118,5.04444,6.76889
open_space,12.1,-3.2,5.76497,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,13.5,7.6,10,3,0,7.6,3.5,3,3.1,6,10,10,8.8,7.87778,5.39778,3.10444,3.99111,7.58462,10,10,9.36364
open_space,9.9,-5.2,6.25886,0,0,3,,,15,7.4,10,5,0,7.4,5,5,6.9,9.7,10,10,9.8,9.21071,5.69333,5.52222,8.87,9.79412,10,10,9.89091
open_space,6.5,-11.9,6.22236,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,17.8,10,7.8,9.7,0,10,10,9.7,6.3,6.3,7.8,7.8,10,10,10,9.8,7.32,6.85778,8.67333,8.41628,10
open_space,7,-14.8,5.86648,0,0,3,,,14.9,5.2,4.9,10,0,10,10,10,7.5,6.8,5.4,4.9,5.2,10,10,10,8.5,6.98,6.91333,5.02889,6.7925
open_space,18.8,-19,5.46845,1,1,3,0|1|1；0|0|0；0|0|0,0|0；1|0；2|0,1.6,0.7,0.7,0.9,0.666667,0.9,0.9,1.2,10,10,1,0.7,0.7,0.977778,0.984444,2.67619,10,10,2.40513,0.788889,0.762222
open_space,7,-2.5,4.18034,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,14.5,7,2.4,9.7,0.216667,10,10,9.7,2.7,2.3,2.4,4.5,7,10,10,9.7,4.42444,2.38444,3.01556,6.52,8.13824
open_space,9.8,-14.5,5.35271,0,0,3,,,15.2,5.2,5.3,9.9,0,6.5,9.9,10,10,9.7,8.9,5.3,5.2,7.975,9.93684,10,10,9.8625,9.64839,6.36667,5.50889
open_space,3,-16,2.71555,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,11.3,2.8,8.3,3,0.102778,2.8,3,3.7,3.9,8.9,10,8.3,3.1,2.87111,3.78,3.79778,5.41111,9.425,10,8.95,4.54222
open_space,8.7,-17.6,5.15462,0,0,3,,,8.3,2.1,2.2,6.1,0.25,2.3,6.1,10,10,9.1,5,2.2,2.1,3.39556,7.55,10,10,9.49167,8.08667,3.06222,2.15333
open_space,13.5,-3.4,5.65736,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,14,6.2,10,3.2,0,6.2,4,3.2,3.2,5.4,10,10,7.7,6.56889,5.68444,3.38667,3.91778,7.16111,10,10,8.725
open_space,19.5,-10.6,4.49524,0,0,3,,,10.2,0.3,10,0.2,0.483333,0.3,0.2,0.2,0.2,0.7,10,10,9.4,3.54,0.237778,0.2,0.353333,1.9,10,10,9.63333
open_space,18.2,-4.9,1.26165,0,0,3,,,6.8,1.7,1.5,5.3,0.333333,4.7,5.3,10,10,3.3,1.6,1.5,1.7,4.83111,6.95,10,10,5.26111,2.1,1.53778,2.53333
open_space,2.1,-10.3,4.68905,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,11.9,2.6,1.9,10,0.280556,9.4,10,10,10,2.8,1.9,1.9,2.6,9.6,10,10,10,4.84242,2.15778,2.09556,5.50444
open_space,18.8,-4.4,1.32783,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,5.8,1,0.9,4.9,0.405556,3.6,4.9,10,10,1.7,0.9,0.9,1,4.32889,6.63429,10,10,3.64231,1.18,0.924444,1.68
open_space,4.8,-0.9,2.72324,0,0,3,,,5.6,0.7,0.7,4.9,0.430556,1.6,4.9,10,10,1.9,0.8,0.7,0.7,3.91556,6.52381,10,10,3.92353,1.1,0.706667,1.01556
open_space,12.5,-13.5,1.65784,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,17.2,10,7.2,8.2,0,10,10,8.2,6.2,6.2,7.2,7.2,10,10,10,9.025,6.73333,7.24444,7.81778,8.1475,10
open_space,9.7,-9.2,2.19785,0,0,3,,,18.6,9,9.1,9.5,0,9.6,9.5,10,10,10,10,9.1,9,9.82,9.63448,10,10,10,10,9.50588,9.25556
open_space,12.2,-8.5,0.401453,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,16.4,7.5,8.1,8.3,0,8.1,8.3,9,10,10,10,8.1,7.5,9.12258,8.51778,9.475,10,10,10,8.9,7.69556
open_space,3.4,-8.2,0.397355,0,0,3,,,18,8.7,8.4,3.5,0,8.7,8,3.5,3.2,3.5,8.4,10,10,9.3,8.20889,4.93778,3.28,4.87556,8.975,10,10
open_space,17.2,-13.4,0.41005,0,0,3,,,9.4,2.5,2.7,6.7,0.177778,2.7,6.7,10,10,6.8,6.3,2.7,2.5,3.87333,8.1,10,10,8.0069,6.45778,3.78889,2.56222
open_space,9.6,-6.2,1.28531,0,0,3,,,16.8,6,10,6.8,0,6,6.8,9.4,10,10,10,10,6.3,6.19111,8.31379,9.58158,10,10,10,10,7.61351
open_space,9.3,-5.4,0.109627,0,0,3,,,15.2,6.7,10,5.2,0,6.7,5.2,5.2,8.3,9.2,10,10,10,8.095,5.6,6.14889,9.28462,9.47895,10,10,10
open_space,4.2,-12.9,5.96491,0,0,3,,,16.8,7.6,4.5,9.1,0,10,10,9.1,4.2,4,4.5,6.8,7.6,10,10,9.5,5.69778,4.11111,6.14,6.99333,8.58571
open_space,2.6,-3.8,0.755505,0,0,3,,,13.5,3.6,10,2.4,0.2,3.6,3.5,2.4,2.4,3.3,10,10,5.3,4.10889,3.81333,2.73556,2.63778,5.31471,10,10,7.06364
open_space,18.6,-1.5,0.987543,0,0,3,,,2.4,1.1,1.1,1.3,0.619444,1.3,1.3,2.3,10,5.8,1.3,1.1,1.1,1.35556,1.62889,4.34815,10,7.3,2.32667,1.14889,1.35333
open_space,17.1,-2.5,0.93136,0,0,3,,,4.9,2.3,2.6,2.3,0.375,2.3,2.3,3.8,10,10,3.3,2.6,2.6,2.44444,2.77778,5.8,10,10,5.20263,2.76222,2.96889
open_space,17.6,-18.1,0.162817,0,0,3,,,5.2,2.1,1.6,3.6,0.536111,2.1,3.6,10,10,2,1.6,1.6,2.1,2.56667,5.53333,10,10,3.76222,1.69111,1.94889,2.22
open_space,18.3,-15.5,2.20816,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,8.9,9.2,1.4,4.3,0.344444,10,7.2,4.3,2.4,1.4,1.4,1.7,9.2,10,8.30909,5.16,3.80222,1.71111,1.47778,3.25778,9.2
open_space,9.1,-11.5,2.16395,1,1,3,0|1|1；0|0|0；0|0|0,0|0；-0.5|0.5；-0.5|-0.5,18.9,9.1,10,8.4,0,9.1,8.9,8.4,8.2,9.9,10,10,10,9.48125,9.16923,9.0375,8.59333,9.95,10,10,10
open_space,18,-16.1,1.10477,0,0,3,,,11.7,1.8,1.7,10,0.308333,3.7,10,10,4.1,3.6,1.9,1.7,1.8,5.82778,10,10,5.86667,3.70444,2.78667,1.74667,2.36444
