env_type,robot_x,robot_y,robot_theta,has_expert_label,expert_confidence,corridor_width,front_clearance,left_clearance,right_clearance,obstacle_density,sector_0_min,sector_1_min,sector_2_min,sector_3_min,sector_4_min,sector_5_min,sector_6_min,sector_7_min,sector_0_avg,sector_1_avg,sector_2_avg,sector_3_avg,sector_4_avg,sector_5_avg,sector_6_avg,sector_7_avg
open_space,3,-2,0.828045,1,1,5.1,0,2.6,4.4,0.397222,1.8,1.8,2.6,2.8,4.1,10,10,2.5,1.98222,2.04222,2.94444,3.18222,6.05926,10,10,4.4
open_space,8,-3,3.13757,1,1,13.9,0,10,2.8,0.102778,7.8,10,10,10,4,2.8,2.8,3.9,8.48,10,10,10,5.94286,3.15556,3.11778,6.49333
open_space,2.8,-2.6,5.26854,1,0,12.5,0,2.49111,3.1,0.358333,10,4.6,2.5,2.4,2.7,2.6,3.1,10,10,6.58889,3.13556,2.49111,3.03111,2.69778,4.94773,10
open_space,7.5,-18.5,4.73077,1,0,11.2,0,10,1.33333,0.369444,1.2,1.7,10,10,10,7.3,1.7,1.2,1.34667,3.48684,10,10,10,8.10455,3.87556,1.33333
open_space,1.3,-5.8,5.62125,1,1,15.6,0,2.75556,1.8,0.380556,10,7.2,5.6,1.4,1.1,1.1,1.8,10,10,8.37778,6.00222,2.75556,1.17111,1.30222,3.48125,10
open_space,0.6,-19.1,0.00335542,1,0,1.4,0,0.435556,0.6,0.7,10,10,0.6,0.4,0.4,0.5,0.6,0.8,10,10,1.59302,0.435556,0.435556,0.624444,0.66,2.05238
open_space,8.7,-10,0.147372,1,0,19.9,0,8.89,9.8,0,10,9.8,9.9,8.5,8.6,9.7,9.8,10,10,9.85714,9.96,8.89,9.13333,9.77826,9.9,10
open_space,8.6,-7.8,4.79421,1,1,20,0,8.26444,8.4,0,10,10,10,7.6,7.6,8.4,8.4,10,10,10,10,8.26444,8.43243,8.86842,8.98621,10
open_space,10.3,-17.8,3.29479,1,0,11.9,0,1.9,10,0.280556,2.4,1.9,1.9,3.2,9.5,10,10,10,4.28605,2.01111,2.30889,6.99111,9.71667,10,10,10
open_space,0.9,-5.1,0.358586,1,0,10.8,0,0.706667,10,0.427778,5.4,2,0.8,0.7,0.7,1.6,10,10,7,4.45556,1.11111,0.706667,1.00444,3.3381,10,10
open_space,17.7,-12.1,4.27477,1,0,10.5,0,2,9.12,0.263889,6.1,2.2,2,2.1,4.7,10,10,8.5,7.68222,3.29111,2.05333,2.87333,6.47857,10,10,9.12
open_space,6.7,-1.3,1.97689,1,1,8.2,0,7.1,1.12222,0.383333,1.2,2.9,7.1,10,10,2.8,1.2,1.1,1.68,5.92,8.21111,10,10,4.94706,1.65778,1.12222
open_space,16.4,-14.8,4.68467,1,1,8.2,0,3.3,5.58667,0,4.9,3.3,3.3,4.5,10,10,7.2,4.9,5.22,3.76444,3.63556,6.38214,10,10,8.41429,5.58667
open_space,12.2,-14.2,3.04704,1,1,15.5,0,5.5,10,0,8.8,5.5,5.5,7.1,7.5,9.7,10,10,9.33333,6.51778,5.91333,8.11556,8.06889,9.86667,10,10
open_space,13.6,-7.1,0.728331,1,1,15.3,0,9.2,6.1,0,6.9,6.9,9.2,10,10,9.3,6.1,6.1,7.81778,7.52222,9.61667,10,10,9.6,7.07778,6.64889
open_space,1.2,-6.2,2.92459,1,1,5.5,0,4.5,1.28222,0.394444,1,1.2,4.5,10,10,6.2,1.9,1,1.03556,1.96222,6.11429,10,10,7.4878,4.53333,1.28222
open_space,2.1,-5,2.512,1,1,5.6,0,3.2,3.77778,0.280556,1.9,1.9,3.2,10,10,6,4.8,2.4,2.00889,2.30889,5.24231,10,10,7.536,5.08889,3.77778
open_space,11.9,-2.8,4.4345,1,1,15.5,0,3.54889,9.3,0.158333,10,8.2,5.5,2.7,2.6,3,9.3,10,10,8.91304,7.61333,3.54889,2.67778,4.64,9.65,10
open_space,15.2,-17.7,3.12627,1,0,12,0,2,10,0.263889,2.9,2,2,2.8,4.5,6.2,10,10,4.82187,2.26667,2.21333,4.1,4.98667,7.735,10,10
open_space,0.8,-1.4,2.00712,1,0,1.9,0,0.7,1.22667,0.655556,0.6,0.6,0.7,1.7,10,2.9,1.3,1.2,0.864444,0.602222,0.942222,3.33529,10,4.96667,1.75556,1.22667
open_space,10,-19,5.77722,1,1,10.7,0,10,0.7,0.430556,1.4,10,10,10,2.6,0.8,0.7,0.7,5.94667,10,10,10,7.63929,1.25111,0.717778,0.928889
open_space,5.7,-9.3,3.96007,1,0,15.5,0,10,5.5,0,8,10,10,10,9.1,7.6,5.5,5.5,8.93636,10,10,10,9.4,9.13784,6.1,6.24222
open_space,3.8,-7.6,4.23274,1,1,13.8,0,9.14,3.6,0,7.7,10,10,8.4,7.4,4.1,3.6,3.8,8.65714,10,10,9.14,7.63111,5.95556,3.71111,4.97111
open_space,9.9,-15.9,0.538762,1,1,19.8,0,9.54474,4.4,0,10,10,10,7.6,3.9,3.8,4.4,9.8,10,10,10,9.54474,5.05333,3.93778,6.26316,9.876
open_space,18.1,-3.9,3.64452,1,1,11.7,0,1.64444,4.2,0.319444,10,3.4,1.7,1.6,1.8,3.7,4.2,10,10,5.31579,2.18222,1.64444,2.72,3.81556,5.99,10
open_space,11.6,-11.8,5.84669,1,0,18.4,0,10,7.9,0,8.1,8.6,10,10,10,8.8,7.9,8.4,8.32667,9.21765,10,10,10,9.33846,8.12,9.22667
open_space,4.9,-13.8,4.61876,1,1,15.9,0,10,4.7,0,5.9,7.6,10,10,7.5,4.7,4.7,5.9,6.34444,8.65333,10,10,8.51818,5.56444,5.05778,6.54667
open_space,8.9,-9.9,3.49753,1,1,18.7,0,10,8.94,0,9.3,9.8,10,10,10,9.7,9.6,8.7,9.6,9.87692,10,10,10,9.80667,9.8,8.94
open_space,15.3,-11.3,2.99466,1,0,17.5,0,5.39778,10,0,10,8.5,7.5,4.5,4.4,5.5,10,10,10,9.07083,8.60444,5.39778,4.65556,7.11786,10,10
open_space,19.1,-6,5.61408,1,0,1.7,0,0.9,1.58444,0.438889,0.6,0.6,0.9,5.8,9.3,10,5.6,0.8,0.635556,0.702222,2.93111,6.89111,9.65,10,7.03333,1.58444
open_space,16.7,-3.2,4.61119,1,1,13,0,3,10,0,4.8,3,3,3,3,3.9,10,10,6.74091,3.56,3.21778,3.49778,3.21778,5.77647,10,10
open_space,15.1,-11.3,3.18088,1,0,16.3,0,5.08444,10,0,10,8.4,6.3,4.6,4.6,6.8,10,10,10,8.88571,8.32222,5.08444,5.22889,8.0625,10,10
open_space,10.8,-3.9,1.88949,1,0,13.7,0,10,3.80889,0,3.9,8.2,10,10,10,8.9,4.2,3.7,5.17333,9,10,10,10,9.16889,6.24889,3.80889
open_space,3.6,-12.9,5.81858,1,0,17.2,0,5.62326,6.8,0,10,10,10,3.8,3.4,3.6,6.8,7.2,10,10,10,5.62326,3.49778,4.76,7.00222,8.26
open_space,14.7,-2.8,2.86495,1,0,13,0,6.75227,2.6,0.158333,9.4,10,10,5.2,5,2.7,2.6,3,9.7,10,10,6.75227,5.16,3.54222,2.67778,4.64889
open_space,4.7,-2.3,0.221847,1,1,12.2,0,2.2,10,0.25,2.5,2.1,2.2,3.9,4.6,8.4,10,10,4.30444,2.18667,2.68444,4.55556,5.76222,9.03333,10,10
open_space,2.4,-15.7,1.64656,1,0,12.2,0,2.2,10,0.233333,2.9,2.2,2.2,3.3,4,6.1,10,10,4.82778,2.39111,2.54889,4.06444,4.64222,7.67222,10,10
open_space,9.3,-10.7,5.81039,1,0,19.5,0,10,9,0,10,10,10,10,9.1,9.6,9,9.5,10,10,10,10,9.34186,9.775,9.25909,9.71111
open_space,5.9,-2.8,1.83536,1,0,8.5,0,5.9,2.69111,0.158333,2.7,5.2,5.9,10,10,10,3,2.6,3.44,5.80444,7.28293,10,10,10,4.89778,2.69111
open_space,17.5,-9.4,2.9527,1,1,14,0,2.78,9.2,0.233333,10,10,4,2.2,2.2,2.6,9.2,10,10,10,5.92857,2.78,2.29778,4.63111,9.39714,10
open_space,16.6,-16.6,4.84511,1,1,6.2,0,3.1,3.30889,0,3.1,3.1,3.1,5.1,10,10,3.9,3.1,3.63333,3.30889,3.72444,6.86,10,10,5.80588,3.30889
open_space,18.4,-19,5.23824,1,0,2.2,0,1.5,0.7,0.644444,0.8,1.3,1.5,4.9,10,1.4,0.7,0.7,1.12889,1.33778,2.37333,6.675,10,3.07308,0.926667,0.717778
open_space,8.8,-7,1.74895,1,0,15.5,0,8.7,7.17556,0,6.9,8.6,8.7,10,10,10,8.4,6.8,7.98158,8.95854,9.26818,10,10,10,9.075,7.17556
open_space,7.5,-16.4,3.76256,1,1,9.8,0,4,7.28,0,3.4,3.3,4,10,10,10,7.4,5.8,4.09778,3.47556,5.94167,10,10,10,8.36176,7.28
open_space,11,-6.1,1.34254,1,0,16.1,0,10,7.42927,0,5.9,6.9,10,10,10,9,8.7,6.1,6.13778,8.19565,10,10,10,9.43529,9.02273,7.42927
open_space,2.2,-11.1,5.85357,1,0,15.1,0,3.24667,4.7,0.266667,10,10,5.9,2.2,2,2.1,4.7,9.2,10,10,7.61111,3.24667,2.04889,2.89778,8.06,9.54545
open_space,16.3,-13.9,3.70581,1,1,13.5,0,3.5,10,0,6,5.8,3.5,3.4,4,10,10,10,7.32143,6.03111,4.40667,3.53778,5.91538,10,10,10
open_space,7.2,-5.5,2.8543,1,0,16,0,10,5.3,0,7,8,10,10,10,5.6,5.3,6,7.22,8.83333,10,10,10,7.00976,5.46667,7.46
open_space,14.9,-11.8,5.5289,1,0,13.7,0,7,7.9,0,4.8,4.8,7,10,10,10,7.9,6.7,5.32667,5.43333,8.20667,10,10,10,8.55,8.13111
open_space,17.8,-5.6,0.0483291,1,0,7.3,0,5.4,2.08444,0.280556,1.9,2.8,5.4,8,10,10,2.6,1.9,2.16889,4.62,6.16889,8.84,10,10,4.58649,2.08444
open_space,1.3,-2.4,3.39491,1,0,11.1,0,9.65,1.13556,0.558333,1.1,2.1,10,9.3,2.6,2.2,1.3,1.1,1.43778,4.06,10,9.65,4.23111,2.28,1.86,1.13556
open_space,18.9,-5.5,5.86453,1,0,2.8,0,1.9,1.26,0.416667,0.8,0.9,1.9,5.7,10,10,2.2,0.9,0.808889,1.16222,4.51778,7.17368,10,10,4.1375,1.26
open_space,12,-11.9,1.84039,1,0,19,0,8.08444,8,0,10,10,9,7.8,8.1,7.7,8,10,10,10,9.46667,8.08444,9.00294,7.98,8.78,10
open_space,18.1,-4.6,0.917156,1,0,8.8,0,7.2,1.6,0.322222,2.6,4.4,7.2,10,10,2,1.6,1.6,4.02,5.28667,8.35833,10,10,3.8093,1.70667,1.91111
open_space,5.4,-5.4,6.18699,1,1,15.2,0,5.2,10,0,8.3,5.2,5.2,5.2,5.2,6.7,10,10,9.05,6.16889,5.58889,6.06444,5.58889,8.035,10,10
open_space,12.4,-4.8,2.75801,1,1,15,0,8.78095,4.6,0,10,10,10,7.9,7.3,5,4.6,5,10,10,10,8.78095,7.49556,6.67778,4.72,6.6
open_space,15.7,-13.8,2.75743,1,0,15.9,0,5.68444,10,0,10,6.4,5.9,4.3,4,4.3,10,10,10,7.76562,6.05556,5.68444,4.10222,6.05,10,10
open_space,9.3,-1.2,0.0999952,1,1,11,0,1,10,0.394444,1.3,1,1,1.6,9.1,10,10,10,2.87333,1.07333,1.16667,4.64889,9.49,10,10,10
open_space,3.8,-11.3,1.10838,1,0,13.6,0,3.6,10,0,10,4.1,3.6,3.8,8,8.9,10,10,10,5.84286,3.70444,5.05778,8.58222,9.34667,10,10
open_space,12.1,-12.4,5.44283,1,1,17.3,0,10,7.3,0,7.6,7.6,10,10,10,10,7.3,7.3,8.47436,8.29111,10,10,10,10,8.195,7.96889
open_space,15.7,-5.5,6.24407,1,1,9.3,0,5.3,4.59333,0,4,5.3,5.3,7.2,10,10,6,4,4.38667,5.78667,5.81778,8.35625,10,10,7.56316,4.59333
open_space,6.2,-1.5,4.01603,1,1,16,0,3.35714,2,0.358333,9.3,10,10,1.7,1.3,1.3,2,6,9.625,10,10,3.35714,1.40444,1.51333,4.24889,7.01111
open_space,17.9,-3.7,0.948629,1,1,7.8,0,6,1.8,0.294444,3.1,3.5,6,10,10,2.2,1.8,1.8,3.56222,4.28222,7.55,10,10,4.09318,1.90222,2.19778
open_space,14.9,-12.1,0.245559,1,0,14.8,0,10,4.98667,0,4.9,9.3,10,10,8.9,7.6,5.6,4.8,6.27778,9.6,10,10,9.45,7.90444,7.47778,4.98667
open_space,18.6,-4.5,6.26816,1,0,5.4,0,4.3,1.23778,0.380556,1.1,1.5,4.3,6,10,10,1.6,1.1,1.21333,2.92667,4.76667,7.51429,10,10,3.36579,1.23778
open_space,3.6,-19.4,0.0322334,1,0,5.1,0,3.76889,0.3,0.472222,10,10,4.7,3.4,0.4,0.3,0.3,0.4,10,10,6.6,3.76889,1.04444,0.322222,0.328889,1.17381
open_space,9.7,-14.1,0.0990634,1,0,18.8,0,9.63333,5.6,0,10,10,10,9.5,7.3,5.6,5.6,8.8,10,10,10,9.63333,9.02667,6.04667,6.59111,9.75882
open_space,18.9,-0.6,5.69194,1,0,1.4,0,0.4,1.70667,0.688889,0.8,0.5,0.4,0.4,0.7,10,4.3,1,0.833333,0.684444,0.411111,0.484444,1.74375,10,6.01667,1.70667
open_space,0.6,-9.3,3.20591,1,0,10.4,0,10,0.428889,0.461111,0.4,0.6,10,10,10,7.5,0.5,0.4,0.448889,1.64,10,10,10,9.30357,1.28444,0.428889
open_space,6.9,-16.9,1.0148,1,0,16.7,0,5.13556,5.3,0.102778,10,8,6.7,3.3,2.8,2.9,5.3,10,10,8.8625,6.98889,5.13556,2.92,3.6,6.95625,10
open_space,14.2,-11.8,2.77409,1,1,17.9,0,7.7,10,0,10,8.5,7.9,5.9,5.5,6,10,10,10,9.16471,8.10889,7.7,5.64444,7.48824,10,10
open_space,7.1,-7.2,1.08403,1,0,14.9,0,6.9,8.86667,0,7,7.3,6.9,7.2,10,10,10,8,7.22667,8.42889,7.12,8.25667,10,10,10,8.86667
open_space,12,-13.6,4.61178,1,0,13.8,0,7.7,7.26,0,6.1,7.8,7.7,9.9,10,10,9.8,6.1,6.55111,8.53333,8.26667,9.9,10,10,9.9,7.26
open_space,12.7,-1.8,3.09513,1,1,12.1,0,7.96512,1.6,0.322222,10,10,10,7,2.4,1.6,1.6,2.1,10,10,10,7.96512,4.94667,1.84,1.74667,3.96154
open_space,12.4,-4.7,1.16035,1,0,14.9,0,10,6.66667,0,4.5,4.8,10,10,10,8,7.3,4.9,4.61333,6.51628,10,10,10,8.88,7.49111,6.66667
open_space,14.9,-9.3,2.08366,1,1,19.1,0,10,5.5,0,10,10,10,10,5,4.8,5.5,9.1,10,10,10,10,6.53111,4.96222,7.68571,9.32683
open_space,8.8,-17.9,3.72169,1,0,5.4,0,2.1,6.98222,0.294444,1.8,1.8,2.1,8.6,10,10,8.8,3.3,2.30222,1.87333,3.67111,9,10,10,9.31053,6.98222
open_space,3.2,-7.6,4.94531,1,0,14.5,0,7.71333,3.1,0,10,10,8.8,7.4,3.6,3,3.1,5.7,10,10,9.36364,7.71333,5.54,3.12222,3.87333,7.34
open_space,13.5,-5.7,1.76207,1,0,15.5,0,10,5.78667,0,5.6,9.8,10,10,7.6,6.2,6.3,5.5,6.88444,9.9,10,10,8.63889,6.52,7.13111,5.78667
open_space,1.4,-13.7,0.0233198,1,0,10.4,0,1.32667,6,0.369444,10,10,1.7,1.2,1.2,1.7,6,8.7,10,10,3.35385,1.32667,1.34667,3.72444,6.76889,9.3125
open_space,12.7,-12.9,2.39742,1,1,16.8,0,6.8,10,0,10,9.4,6.8,6.8,7,7,10,10,10,9.625,7.51778,7.74222,7.72889,7.92727,10,10
open_space,4.6,-2.9,0.801598,1,0,7.7,0,3.9,5.76667,0.133333,2.7,2.7,3.9,4.4,6.3,10,10,3.8,3.01333,3.03111,4.56444,4.94667,7.79474,10,10,5.76667
open_space,6,-3.9,0.00989995,1,0,13.7,0,3.7,10,0,5.3,3.7,3.7,5.3,5.8,8.3,10,10,7.04167,4.14222,4.14667,6.08222,6.50444,9.05,10,10
open_space,9.4,-13.1,5.80339,1,0,16.9,0,10,6.6,0,10,10,10,10,9.2,7.5,6.6,6.9,10,10,10,10,9.41951,8.85,6.80444,8.05
open_space,5.8,-5,3.424,1,1,15.6,0,10,5,0,5.8,10,10,10,5.5,4.8,5,5.6,7.25122,10,10,10,7.0875,4.96,6.09333,5.79111
open_space,6.7,-10.7,5.87506,1,1,19.7,0,8.27308,9,0,10,10,10,7.1,6.5,7,9,9.7,10,10,10,8.27308,6.67111,8.32812,9.23778,9.82
open_space,18.8,-9,1.28242,1,0,11,0,10,0.9,0.405556,3,10,10,10,1.9,0.9,0.9,1,8.01556,10,10,10,3.74348,1.22889,0.92,1.55556
open_space,9.3,-7.4,0.328839,1,0,17.6,0,7.6,10,0,8.1,7.2,7.6,9.1,9.6,10,10,10,8.92222,7.41111,8.56154,9.35,9.8,10,10,10
open_space,0.7,-11.6,2.96521,1,0,3.1,0,2.6,0.611111,0.45,0.5,0.6,2.6,9.9,10,10,0.9,0.5,0.52,1.04444,7.86667,9.95,10,10,2.21875,0.611111
open_space,13.7,-11.1,2.3241,1,0,18.6,0,8.6,8.2,0,10,10,8.6,8.6,6,6,8.2,10,10,10,9.0931,9.0875,6.86444,6.60222,9,10
open_space,3.7,-13.2,1.9866,1,1,12.7,0,3.8,9.33333,0,3.8,3.5,3.8,6.5,7.1,10,10,8.9,5.27556,3.58889,5.31556,6.67111,8.26296,10,10,9.33333
open_space,18.4,-6.7,2.4525,1,0,16.5,0,3.43023,2,0.355556,10,10,10,1.7,1.3,1.3,2,6.5,10,10,10,3.43023,1.39778,1.51333,4.47333,7.63556
open_space,2.2,-17.2,1.63021,1,0,12,0,2,10,0.444444,2.7,2,2,2.5,2.5,3.7,10,10,4.69189,2.18667,2.28889,2.72222,2.86889,5.74643,10,10
open_space,7,-7.6,6.22973,1,1,17.4,0,7.4,10,0,10,7.4,7.4,6.8,6.8,9.1,10,10,10,8.25641,8.07778,7.86,7.42222,9.51667,10,10
open_space,7,-17.4,3.47761,1,0,9.2,0,2.4,6.99333,0.216667,2.6,2.3,2.4,5.2,10,10,7.6,6.8,3.85111,2.36,3.26222,6.95385,10,10,8.58095,6.99333
open_space,0.7,-16.7,1.13381,1,1,10.5,0,0.5,7,0.452778,1.4,0.6,0.5,0.5,1.1,3.2,7,10,3.2,0.804444,0.5,0.7,2.54444,4.32,8.1875,10
open_space,2.9,-3.8,1.45398,1,1,6.3,0,2.7,4.32444,0.133333,3.6,2.7,2.7,3.4,10,10,5.9,3.6,3.83778,3.23556,2.88222,5.38649,10,10,7.50588,4.32444
open_space,1.3,-9.1,3.75727,1,0,11.1,0,10,1.1,0.383333,1.3,6.3,10,10,9.1,1.9,1.1,1.1,2.41111,7.55,10,10,9.47222,5.62444,1.36,1.15111
open_space,6.5,-10.3,0.73418,1,1,16.3,0,6.3,10,0,10,9.6,6.3,6.3,8.5,9.4,10,10,10,9.8,7.28222,6.88,9.47037,9.57083,10,10
open_space,15.5,-10.5,3.89245,1,1,14.2,0,4.2,10,0,9.2,6.2,4.2,4.2,5.7,10,10,10,9.49524,8.74773,4.80222,4.61778,7.35217,10,10,10
open_space,1.3,-15.7,0.208716,1,1,8.6,0,1.14667,4.1,0.380556,10,5.6,1.3,1.1,1.1,2,4.1,7.3,10,6.96,2.28889,1.14667,1.38222,3.49111,5.06889,8.39
open_space,16.8,-16,5.70688,1,1,8.8,0,5.3,3.7,0.0583333,2.9,3,5.3,10,10,4.5,3.7,3.5,3.02889,3.67111,7.05882,10,10,6.26857,3.87111,4.06444
open_space,11.5,-5.4,5.02557,1,0,15.9,0,5.35556,10,0,9.3,8.2,5.9,5.2,5.5,10,10,10,9.65,8.45111,7.87333,5.35556,6.99762,10,10,10
open_space,19.5,-1.1,4.47199,1,0,10.2,0,0.2,3.6,0.694444,0.3,0.2,0.2,0.2,0.7,1,3.6,10,1.11333,0.24,0.2,0.335556,0.915556,1.68889,5.45556,10
open_space,14.5,-7,4.52029,1,0,15.2,0,5.2,10,0,9.5,5.3,5.2,6.3,6.8,8.2,10,10,9.65,6.59778,5.44667,7.4,7.12222,8.97857,10,10
open_space,17.5,-4.7,3.76049,1,0,12.2,0,2.2,5.5,0.233333,10,3.8,2.2,2.2,2.7,4.5,5.5,10,10,5.94348,2.73333,2.31333,3.94444,4.73556,7.19655,10
open_space,4.9,-10.3,5.3369,1,1,19.4,0,9.0375,5.8,0,10,10,10,8.2,4.8,4.7,5.8,9.4,10,10,10,9.0375,5.81778,4.95778,8.05526,9.54667
open_space,12.8,-15.3,2.16892,1,0,14.5,0,4.5,8.3,0,10,8,4.5,4.4,5.3,6.9,8.3,10,10,8.85,5.56222,4.61333,6.92,7.24,9.07692,10
open_space,12,-18.5,0.363419,1,0,12.9,0,5.57857,1.3,0.369444,8.2,10,10,3.4,1.3,1.2,1.3,2.9,8.995,10,10,5.57857,1.91556,1.22667,1.74889,6.60889
open_space,18,-13.1,3.79492,1,1,11.7,0,1.7,10,0.305556,6.7,2.8,1.7,1.7,2.1,10,10,10,7.77317,5.38889,2.05556,1.80222,3.99773,10,10,10
open_space,1.4,-8.2,1.42488,1,0,9.3,0,1.2,8.8,0.369444,2,1.2,1.2,1.5,8,10,10,8.1,5.28444,1.46,1.26444,2.8,8.5,10,10,8.8
open_space,4,-16,6.20305,1,0,10.8,0,4.46,3.7,0,10,10,6,3.8,3.8,3.7,3.7,4.8,10,10,7.56111,4.46,4.10667,4.30444,3.99556,6.67931
open_space,6.5,-8.3,1.46817,1,1,14.5,0,6.3,8.82667,0,8.1,6.3,6.3,8.1,10,10,10,8.2,8.62558,7.51111,6.76,8.96154,10,10,10,8.82667
open_space,10.6,-1.9,1.11016,1,1,5.7,0,3.8,2.88,0.305556,1.7,1.8,3.8,10,10,10,5.5,1.9,1.74444,2.37778,5.70588,10,10,10,8.89302,2.88
open_space,12.1,-13.1,5.41222,1,0,16.5,0,9.9,6.6,0,7.6,7.6,9.9,10,10,10,6.6,6.6,8.61333,8.20222,9.9,10,10,10,7.72727,7.12444
open_space,3.7,-13.2,3.06155,1,0,10,0,6.5,4.10667,0,3.5,4.6,6.5,8.5,10,10,5.5,3.5,3.78,6.26222,7.03111,9.2,10,10,7.235,4.10667
open_space,1,-9.6,1.57678,1,0,10.2,0,0.8,9.61905,0.416667,1.1,0.8,0.8,1.1,10,10,10,9.4,3.26,0.891111,0.884444,2.60488,10,10,10,9.61905
open_space,3,-10.5,2.82299,1,1,11.8,0,8.8,3.98667,0.102778,2.8,3.1,8.8,10,10,10,6.4,3,2.87556,4.69333,9.40465,10,10,10,7.79,3.98667
open_space,4.5,-14.4,1.64195,1,0,14.3,0,4.3,10,0,5.8,4.3,4.3,5.3,5.3,8.1,10,10,7.33478,4.69333,4.97556,5.76889,6.12889,8.95,10,10
open_space,5.8,-7.7,2.38108,1,0,15.6,0,8.1,7.5,0,5.6,5.6,8.1,10,10,10,7.5,7.5,6.23556,6.32444,8.92,10,10,10,8.25814,8.16667
open_space,7.3,-6.9,1.0891,1,0,14.7,0,7.1,8.59,0,6.7,7,7.1,7.4,10,10,10,7.6,6.91556,8.28444,7.32,8.40714,10,10,10,8.59
open_space,14,-8.9,3.85994,1,0,15.7,0,5.7,10,0,10,8.8,5.7,5.7,7.6,8.7,10,10,10,9.31667,6.64667,6.18889,8.9878,9.06765,10,10
open_space,1.4,-8.9,2.60287,1,0,3.7,0,2.3,2.32,0.369444,1.2,1.2,2.3,10,10,10,5.1,1.4,1.24222,1.56,4.316,10,10,10,8.69091,2.32
open_space,17.3,-4.6,3.22948,1,0,10,0,2.60222,4.4,0.197222,10,10,3.2,2.4,2.4,3.7,4.4,6.8,10,10,5.12778,2.60222,2.8,4.48222,5.14,8.17333
open_space,4.6,-18.5,5.49712,1,1,11.2,0,7.82105,1.2,0.369444,1.7,10,10,6.3,4.4,1.7,1.2,1.2,3.42564,10,10,7.82105,4.95333,3.22889,1.34444,1.33333
open_space,5.6,-5.7,3.40407,1,1,15.4,0,10,5.60222,0,5.6,10,10,10,6.4,5.5,5.7,5.4,7.02093,10,10,10,7.83704,5.70222,6.58667,5.60222
open_space,7.7,-7.8,0.464393,1,0,17.9,0,7.71111,10,0,8.1,7.6,7.9,7.5,8.4,10,10,10,8.85455,7.82,8.93421,7.71111,9.10625,10,10,10
open_space,3.3,-19.5,5.93817,1,0,7.7,0,4.54222,0.2,0.483333,0.5,10,7.5,3.3,0.4,0.2,0.2,0.2,1.29474,10,8.55714,4.54222,2.06,0.264444,0.2,0.288889
open_space,4.9,-11.7,3.01135,1,0,12.8,0,8,5.70889,0,4.7,5.9,8,10,10,10,7.9,4.8,4.99556,7.87778,8.51333,10,10,10,8.76667,5.70889
open_space,12.1,-11.8,1.77751,1,0,19.5,0,8.28,7.8,0,10,10,9.5,7.9,8.1,7.6,7.8,10,10,10,9.78,8.28,8.96471,7.96667,8.61667,10
open_space,17.6,-19.2,2.76454,1,1,10.5,0,0.5,5.6,0.6,1.2,0.5,0.5,0.5,1.3,2.3,5.6,10,2.71,0.737778,0.5,0.751111,2.02,3.24667,7.23,10
open_space,13.4,-7.9,5.14824,1,0,16.9,0,6.9,10,0,6.7,6.3,6.9,7.7,8.5,10,10,10,7.98065,6.46889,8.45111,7.90444,9.18125,10,10,10
open_space,10.3,-1.4,5.34937,1,0,11.2,0,1.2,10,0.372222,9.5,2,1.2,1.2,1.5,7.8,10,10,9.75833,5.82889,1.46222,1.26222,2.78667,8.35,10,10
open_space,1.4,-0.9,0.566961,1,1,2.1,0,0.8,2.85,0.65,0.7,0.7,0.8,1.2,1.4,5.4,10,1.3,0.891111,0.722222,1.11778,1.24222,2.36222,6.86667,10,2.85
open_space,14.7,-1.9,3.16267,1,0,9.4,0,5.56889,1.7,0.308333,10,10,7,5,2.4,1.7,1.7,2.4,10,10,8.25625,5.56889,4.04,1.88889,1.90889,4.4
open_space,1.2,-15,5.61788,1,1,14,0,2.65556,1.6,0.391667,7.6,10,9.3,1.3,1,1,1.6,4.7,8.62727,10,9.3,2.65556,1.06444,1.18,3.41333,5.6
open_space,19,-4.7,3.21504,1,0,7.8,0,0.757778,4.5,0.427778,10,10,0.9,0.7,0.7,1,4.5,6.9,10,10,2.22667,0.757778,0.8,2.60222,5.21778,8.18667
open_space,1.6,-3.5,0.485208,1,1,8.8,0,1.43333,8.3375,0.347222,3.5,3,1.5,1.4,1.6,4.6,10,7.3,4.6,3.35778,1.94444,1.43333,2.39778,6.54,10,8.3375
open_space,13.2,-6.1,4.75199,1,1,16.5,0,6.5,10,0,9,6.5,6.5,5.9,5.9,8.7,10,10,9.47143,7.18667,7.32889,6.52222,6.71111,9.21429,10,10
open_space,4.2,-0.7,0.556271,1,1,1.5,0,0.6,2.35517,0.45,0.5,0.5,0.6,2,4.7,10,10,0.9,0.637778,0.513333,0.937778,3.94889,6.43429,10,10,2.35517
open_space,2,-8.6,0.925379,1,1,11.8,0,1.8,10,0.291667,8.4,2.3,1.8,1.8,3,10,10,10,8.82683,4.34,1.91556,2.16444,4.9037,10,10,10
open_space,13.7,-6.1,0.687109,1,0,13.6,0,7.6,6,0,5.9,5.9,7.6,10,10,9.6,6,6,6.90444,6.33556,8.6,10,10,9.75,7.13333,6.44
open_space,12,-9.3,2.34303,1,1,19.1,0,10,9.1,0,10,10,10,10,7.7,7.7,9.1,9.1,10,10,10,10,8.44359,8.37561,9.425,9.37692
open_space,10.9,-18.6,5.45995,1,0,11.1,0,10,1.1,0.380556,1.5,8.8,10,10,10,1.6,1.1,1.1,3.53111,9.17187,10,10,10,3.30556,1.25333,1.2
