env_type,robot_x,robot_y,robot_theta,has_expert_label,expert_confidence,corridor_width,front_clearance,left_clearance,right_clearance,obstacle_density,sector_0_min,sector_1_min,sector_2_min,sector_3_min,sector_4_min,sector_5_min,sector_6_min,sector_7_min,sector_0_avg,sector_1_avg,sector_2_avg,sector_3_avg,sector_4_avg,sector_5_avg,sector_6_avg,sector_7_avg
open_space,19.3,-16,3.51998,1,0,10.4,0,0.4,10,0.461111,4.1,1,0.4,0.4,0.4,0.9,10,10,5.85111,3.08667,0.608889,0.4,0.573333,2.4,10,10
open_space,17.1,-16.8,4.50997,1,1,5.6,0,2.6,3.70444,0.219444,2.9,2.7,2.6,3.1,10,10,5.4,3,3.02667,3.19556,2.71333,4.96429,10,10,7.05625,3.70444
open_space,12.5,-7.1,5.0292,1,0,17.6,0,7.10444,10,0,8.1,7.2,7.6,6.9,7.3,10,10,10,8.94706,7.42222,8.56889,7.10444,8.2931,10,10,10
open_space,13.9,-3.1,1.03605,1,1,9,0,5.6,4.94889,0.0611111,2.9,3,5.6,10,10,6.8,5.8,3.4,3.00889,3.79778,7.40667,10,10,8.0875,6.02667,4.94889
open_space,3.4,-3.4,3.92146,1,1,13.2,0,6.51154,3.2,0,4.5,10,10,4.6,3.2,3.2,3.2,3.2,6.3,10,10,6.51154,3.60889,3.55778,3.60889,3.55778
open_space,14.4,-15.1,2.85572,1,0,14.6,0,4.6,10,0,9.9,4.8,4.6,5.2,5.3,6,10,10,9.9,6.33556,4.74444,6.03778,5.46667,7.49,10,10
open_space,8.4,-3.2,4.60371,1,0,14.9,0,3.58667,8.2,0,10,10,4.9,3,3,3.8,8.2,10,10,10,6.70952,3.58667,3.20667,6.32,8.67619,10
open_space,7.5,-1.1,0.119217,1,1,9.3,0,0.9,8.4,0.405556,1.1,0.9,0.9,1.4,7.4,10,10,8.4,2.39333,0.957778,1.06,4.08444,8.24865,10,10,8.4
open_space,18.1,-12.5,3.75526,1,0,11.6,0,1.6,10,0.319444,7.3,2.8,1.6,1.6,1.9,9.1,10,10,8.29706,5.76667,1.99111,1.67556,3.51111,9.1,10,10
open_space,15,-18.7,2.2016,1,1,11,0,1,5.8,0.394444,10,1.7,1,1,1.2,4.7,5.8,10,10,3.45,1.22222,1.04889,2.24444,4.96,7.41481,10
open_space,17.5,-6.9,0.831147,1,0,12.1,0,9.9,2.2,0.233333,3.2,6.7,9.9,10,10,3,2.2,2.2,5.55556,7.64889,9.9,10,10,5.02571,2.42222,2.50444
open_space,17.2,-12.6,1.37204,1,0,13,0,8.24545,2.5,0.177778,10,10,10,7.3,4.6,2.6,2.5,3,10,10,10,8.24545,6.74222,3.18889,2.60889,4.92326
open_space,12.9,-11.3,0.234396,1,1,16.8,0,10,7.08889,0,7,10,10,10,10,8.4,8.1,6.8,8.09714,10,10,10,10,8.76,9.04857,7.08889
open_space,8,-11.6,3.86951,1,0,17.8,0,10,7.8,0,8.1,8.1,10,10,10,10,7.8,7.8,8.79091,8.635,10,10,10,10,8.54,8.43023
open_space,9.8,-4.4,4.75871,1,1,15.8,0,4.62889,9.6,0,10,9.9,5.8,4.2,4.2,6.2,9.6,10,10,9.93333,8.07419,4.62889,4.79333,8.72703,9.76,10
open_space,9.9,-1.8,3.52504,1,1,14,0,8.56765,1.7,0.319444,10,10,10,4.4,1.7,1.6,1.7,4,10,10,10,8.56765,2.50222,1.63556,2.38889,8.37692
open_space,11.6,-8.6,2.03213,1,1,18.4,0,10,8.64222,0,9.4,10,10,10,8.6,8.1,8.9,8.4,9.62857,10,10,10,9.17647,8.32889,9.41667,8.64222
open_space,17.9,-11.4,1.89218,1,0,13.4,0,8.33111,1.9,0.294444,10,10,9.4,5.9,2,1.8,1.9,4,10,10,9.62857,8.33111,3.07111,1.84889,2.51111,5.97647
open_space,4.1,-0.7,5.80972,1,1,10.5,0,0.5,8.5,0.45,1.6,0.6,0.5,0.5,1,4.1,8.5,10,3.46,0.842222,0.504444,0.675556,2.95556,5.41556,9.16,10
open_space,7.1,-7.9,2.24759,1,0,16.5,0,8.8,7.8,0,7,6.9,8.8,10,10,10,7.8,7.7,8.06429,7.38444,9.325,10,10,10,8.53939,8.24444
open_space,1.3,-7.2,1.10228,1,0,9,0,1.1,8.81579,0.380556,3.6,1.2,1.1,1.2,2.4,10,10,7.9,6.74,1.87111,1.12222,1.52444,4.28571,10,10,8.81579
open_space,7,-11.5,3.22455,1,0,15,0,8.2,7.38667,0,6.8,8.2,8.2,10,10,10,9,6.8,7.8186,8.7225,8.84516,10,10,10,9.48571,7.38667
open_space,1.3,-14.3,3.16913,1,1,6.5,0,5.4,1.21778,0.383333,1.1,1.6,5.4,7.8,10,10,1.5,1.1,1.23778,3.41333,6.10444,8.83333,10,10,3.1775,1.21778
open_space,3.7,-16.2,2.16519,1,1,10,0,3.6,7.78462,0,3.6,3.5,3.6,3.5,4.2,10,10,6.4,4.43333,3.66444,4.18,3.66444,6.04167,10,10,7.78462
open_space,17.1,-4.3,3.25265,1,0,9.9,0,2.79333,4.1,0.158333,10,10,3.4,2.6,2.6,4.1,4.1,6.5,10,10,5.30833,2.79333,3.07111,4.31556,4.85111,7.92
open_space,5.1,-4.5,4.87005,1,1,13.7,0,4.55778,5,0,10,10,5.4,4.3,4.4,4.9,5,8.3,10,10,7.01429,4.55778,5.19778,5.18889,5.98222,9
open_space,15.2,-1,1.23688,1,0,3.1,0,2.3,1.14444,0.416667,0.8,0.9,2.3,10,10,4.8,1.8,0.8,0.811111,1.28667,4.20667,10,10,6.43864,3.92444,1.14444
open_space,18.6,-18.4,0.287124,1,0,11.1,0,6.68889,1.12667,0.619444,1.1,2.2,10,4.7,1.5,1.3,1.3,1.1,1.48222,4.20435,10,6.68889,2.33556,1.33333,1.46,1.12667
open_space,2.1,-2.9,0.402756,1,0,9.2,0,1.94,8.25714,0.413889,2.9,2.7,2.1,1.9,2.1,5,10,7.1,4.13111,2.76889,2.66222,1.94,2.90889,6.9,10,8.25714
open_space,4.9,-16.9,5.72165,1,0,12.9,0,7.24,2.8,0.102778,5.2,10,10,5.6,4.7,3.3,2.8,2.9,7.05882,10,10,7.24,4.90222,4.51333,2.91778,3.58667
open_space,5.1,-17.4,5.91041,1,0,12.5,0,6.86667,2.3,0.216667,6.2,10,10,5.3,4.9,2.5,2.3,2.5,7.74444,10,10,6.86667,5.02889,3.46,2.35556,3.57111
open_space,4.9,-0.3,1.02713,1,0,0.2,0,0.1,0.14,0.494444,0.1,0.1,0.1,4.8,9,10,0.3,0.1,0.1,0.1,1.75556,6.12,9.45,10,0.807692,0.14
open_space,13.2,-17.7,1.4431,1,0,11.5,0,2.41111,6.5,0.266667,10,10,3.3,2,2,2.5,6.5,8.2,10,10,5.35,2.41111,2.12444,4.37778,6.91556,9.02308
open_space,1.9,-4.9,5.99919,1,0,13.6,0,2.32444,5.9,0.308333,10,4.9,3.6,1.8,1.7,1.9,5.9,10,10,6.45778,4.66,2.32444,1.74889,2.99333,7.38571,10
open_space,14.2,-17.7,1.69914,1,1,11.5,0,2.13333,5.5,0.266667,10,10,2.5,2,2,3.2,5.5,9,10,10,4.49756,2.13333,2.38444,5.02444,6.58667,9.42
open_space,7.5,-15.5,3.75186,1,0,12.4,0,5.1,7.4,0,4.3,4.2,5.1,10,10,10,7.4,7.3,5.25556,4.41333,6.82903,10,10,10,8.3697,7.60222
open_space,16.6,-10.8,3.18516,1,0,14.3,0,3.42,10,0,10,8.9,4.3,3.1,3.1,4.6,10,10,10,9.25,7.17333,3.42,3.53333,6.42,10,10
open_space,5.6,-5.4,4.15985,1,0,15.5,0,7.64444,5.4,0,10,10,10,6.2,5.2,5.3,5.4,5.5,10,10,10,7.64444,5.42,6.3,5.62444,6.98667
open_space,3.1,-3.2,3.47889,1,1,12.9,0,9.7,2.98,0.0583333,3.1,6.6,10,9.4,3.4,3,3.2,2.9,4.12889,8.08,10,9.7,5.02,3.08,3.58444,2.98
open_space,1.7,-7.6,5.12642,1,1,12,0,6.89778,1.6,0.333333,10,10,8,3.8,1.6,1.5,1.6,4,10,10,8.82857,6.89778,2.25333,1.53333,2.32,5.91538
open_space,13.8,-5.2,2.83833,1,1,15.6,0,7.525,5,0,10,10,10,6.2,5.9,5.3,5,5.6,10,10,10,7.525,6.07333,6.43556,5.14667,7.17576
open_space,8,-2.1,1.18958,1,0,7.1,0,5,2.89556,0.280556,1.9,2.1,5,8.5,10,10,5,2.1,1.94,2.91556,7.60667,9.15294,10,10,6.8,2.89556
open_space,12.9,-3.2,5.4091,1,0,13,0,3,10,0,6.8,4.7,3,3,3.9,10,10,10,7.86667,6.55778,3.54222,3.23111,5.77273,10,10,10
open_space,0.9,-6.9,5.80522,1,1,12.3,0,1.19778,1.5,0.427778,10,7.6,2.3,0.8,0.7,0.7,1.5,10,10,8.575,6.10222,1.19778,0.713333,0.948889,3.14167,10
open_space,18.6,-19,1.54707,1,1,2.5,0,0.786667,1.1,0.655556,10,10,1,0.7,0.7,0.9,1.1,1.5,10,10,2.3359,0.786667,0.762222,1.13556,1.20889,3.18537
open_space,19.1,-11.4,3.95754,1,0,10.6,0,0.6,10,0.438889,8.3,0.8,0.6,0.6,0.9,10,10,10,8.83056,2.31111,0.657778,0.668889,2.2122,10,10,10
open_space,7.8,-4.6,5.34759,1,0,14.5,0,4.5,9.4,0,10,7.6,4.5,4.4,5.5,7.6,9.4,10,10,8.6,5.41778,4.64889,7.36667,8.04444,9.7,10
open_space,13.9,-1.7,1.36626,1,0,8.7,0,7.2,1.91111,0.333333,1.5,1.8,7.2,10,10,5.9,2.8,1.5,1.56,3.05778,8.3,10,10,7.2907,5.03556,1.91111
open_space,16.3,-1.3,2.48567,1,1,11.1,0,6.16875,1.1,0.383333,1.8,10,10,4.3,3.4,1.4,1.1,1.1,3.56875,10,10,6.16875,3.63333,2.4,1.17111,1.30889
open_space,16.5,-18.2,1.41606,1,0,6.6,0,1.84222,3.2,0.333333,10,10,2.6,1.5,1.5,1.8,3.2,4,10,10,4.50741,1.84222,1.58,2.75556,3.37778,5.85278
open_space,0.8,-12,5.43181,1,1,17.7,0,2.31842,0.8,0.438889,10,10,10,0.9,0.6,0.6,0.8,7.7,10,10,10,2.31842,0.688889,0.644444,1.80889,8.32955
open_space,19.6,-2.6,3.63233,1,0,8.2,0,0.1,2.7,0.597222,10,0.2,0.1,0.1,0.1,0.2,2.7,8.1,10,0.451852,0.104444,0.1,0.128889,1.78,4.17111,8.925
open_space,0.4,-6.4,1.70958,1,0,1.5,0,0.2,6.10444,0.483333,0.2,0.2,0.2,0.3,10,10,7.9,1.3,0.437778,0.2,0.224444,1.01622,10,10,8.74286,6.10444
open_space,12.7,-8.8,4.16979,1,0,17,0,7,10,0,10,8.3,7,7.2,8.6,8.9,10,10,10,8.99286,7.29111,8.25455,8.94667,9.34444,10,10
open_space,18,-18.1,3.66159,1,1,5.1,0,1.75111,5.23,0.563889,1.7,1.6,1.8,1.7,2,6.3,10,3.3,2.14889,1.64667,1.99778,1.75111,3.08667,7.7,10,5.23
open_space,11,-10.1,5.20926,1,1,19.5,0,9.9,9.74118,0,9.1,8.7,9.9,9.9,10,10,10,9.6,9.50769,8.97111,9.95,9.94,10,10,10,9.74118
open_space,17.2,-0.3,0.409697,1,1,0.3,0,0.1,1.53333,0.586111,0.1,0.1,0.1,0.2,10,6.5,2.7,0.2,0.115556,0.1,0.117778,0.695455,10,7.94444,3.78889,1.53333
open_space,17,-3.1,5.72016,1,0,6.1,0,2.9,5.13095,0.191667,2.7,2.8,2.9,3,5.4,10,10,3.2,2.81778,3.28667,3.02667,3.71778,7.10625,10,10,5.13095
open_space,2.4,-15.9,3.32029,1,1,6.1,0,3.9,2.31556,0.233333,2.2,3.8,3.9,6.6,10,10,2.7,2.2,2.72444,3.94667,4.70889,7.97692,10,10,4.54524,2.31556
open_space,11.2,-5,4.61283,1,1,17.7,0,5.70667,10,0,10,8.6,7.7,4.8,4.8,6.2,10,10,10,9.09615,8.77778,5.70667,5.15333,7.6913,10,10
open_space,3.2,-14.4,3.70408,1,1,9.3,0,6.3,3.1,0,3.5,5.3,6.3,10,10,5.7,3.1,3,4.91556,5.51556,7.71852,10,10,7.46667,3.89111,3.12
open_space,9.7,-18.6,2.63639,1,0,11.1,0,1.1,10,0.380556,4.1,1.3,1.1,1.1,2.2,10,10,10,8.66571,1.98667,1.12667,1.47111,5.98824,10,10,10
open_space,16.7,-1.1,1.72666,1,1,10.9,0,10,0.948889,0.405556,0.9,1.5,10,10,3.7,3,1.1,0.9,1.08667,3.2625,10,10,5.62222,3.18222,1.93778,0.948889
open_space,14.9,-1,0.314981,1,1,3.4,0,0.8,4.65333,0.416667,0.9,0.8,0.8,1.7,10,10,5.4,2.6,1.35333,0.815556,1.10222,3.48696,10,10,7.00588,4.65333
open_space,16.1,-10.8,1.07488,1,1,13.8,0,10,3.6,0,7.5,10,10,10,8.9,4.1,3.6,3.8,8.55,10,10,10,9.175,6.3,3.71556,4.89556
open_space,4.1,-5.6,2.14663,1,1,10,0,4.6,5.5,0,4,3.9,4.6,10,10,10,5.5,5.4,4.98444,4.06667,6.43429,10,10,10,6.94889,5.63778
open_space,0.8,-19.5,2.16357,1,0,1.3,0,0.2,2.45667,0.713889,0.6,0.3,0.2,0.2,0.2,0.8,10,1.1,0.744444,0.533333,0.233333,0.2,0.366667,2.37273,10,2.45667
open_space,7.9,-9.1,1.92931,1,0,17.1,0,8.2,9.14222,0,8.5,7.7,8.2,10,10,10,9.9,8.9,9.36522,7.91556,8.96,10,10,10,9.93333,9.14222
open_space,14.7,-12.2,4.39936,1,1,12.9,0,5,8.73913,0,7.5,5.3,5,5.6,10,10,10,7.9,7.71556,6.88,5.14667,7.19118,10,10,10,8.73913
open_space,9.4,-0.5,1.49904,1,1,3.8,0,3.5,0.335556,0.472222,0.3,0.4,3.5,10,10,10,0.4,0.3,0.315556,0.826667,8.96786,10,10,10,1.3,0.335556
open_space,15.3,-8.1,1.62102,1,1,16.5,0,10,4.4,0,7.9,10,10,10,6,4.4,4.4,6.5,8.60556,10,10,10,7.61364,4.84,5.03333,8.03333
open_space,7.9,-11.4,2.04105,1,1,18.6,0,8.54,10,0,8.1,7.7,8.6,8.3,9.3,10,10,10,8.93182,7.92222,9.3,8.54,9.65,10,10,10
open_space,4.5,-3.5,2.89905,1,0,13.8,0,10,3.3,0,4.3,5,10,10,6.5,3.4,3.3,3.8,4.46,6.70294,10,10,8,4.36,3.42222,4.64667
open_space,19.2,-16.6,5.60501,1,1,1.4,0,0.8,1.30667,0.45,0.5,0.5,0.8,10,10,4,3.1,0.6,0.531111,0.577778,2.03514,10,10,5.94545,3.33778,1.30667
open_space,3.6,-0.9,2.16917,1,1,4.8,0,4.1,0.7,0.427778,0.8,3.4,4.1,10,10,1.2,0.7,0.7,1.45111,3.56222,6.01351,10,10,2.80333,0.868889,0.726667
open_space,4.8,-5.9,3.31375,1,0,14.6,0,10,4.85778,0,4.7,8,10,10,7,5.7,5.7,4.6,5.68444,8.91111,10,10,8.265,6.02444,6.34667,4.85778
open_space,8.5,-8,0.938374,1,0,18.1,0,8.3,9.85,0,7.8,7.9,8.3,8.4,10,10,10,9.8,8.28444,8.67097,8.74884,9.01154,10,10,10,9.85
open_space,11.5,-16.3,1.14867,1,1,18.7,0,5.48889,8.2,0,10,10,9.9,3.8,3.4,3.6,8.2,8.8,10,10,9.9,5.48889,3.48667,4.98,8.39778,9.30667
open_space,5.4,-2.5,1.38615,1,0,7.5,0,5.2,2.9,0.216667,2.3,2.8,5.2,6.3,10,10,4.1,2.3,2.40667,4.23778,5.45556,7.72,10,10,6.12381,2.9
open_space,15.4,-19.1,4.39613,1,0,2.4,0,1.8,0.833333,0.438889,0.6,0.7,1.8,4.8,10,10,1.3,0.6,0.606667,0.982222,3.98222,6.48158,10,10,2.88261,0.833333
open_space,10.3,-17,3.28341,1,1,12.7,0,2.7,10,0.133333,3.4,2.7,2.7,4.5,9.5,10,10,10,5.31351,2.87111,3.26,7.96889,9.70769,10,10,10
open_space,17.1,-8.8,5.30082,1,0,7.9,0,3.1,6.56667,0.158333,2.7,2.6,3.1,8.6,10,10,10,4.8,3.30222,2.71556,5.25333,8.94884,10,10,10,6.56667
open_space,11.9,-7.2,5.70875,1,0,16.4,0,7,9.68333,0,7.8,8,7,7.2,10,10,10,9.4,8.16667,8.89024,7.33111,8.16471,10,10,10,9.68333
open_space,7.1,-11,3.71058,1,0,16.9,0,10,7.1,0,8.2,8.7,10,10,10,10,7.1,6.9,9.20625,9.0186,10,10,10,10,8.16176,7.19111
open_space,9.2,-0.3,5.8413,1,1,10.1,0,0.1,10,0.494444,0.2,0.1,0.1,0.1,0.2,9.6,10,10,0.689474,0.124444,0.1,0.108889,4.31778,9.77143,10,10
open_space,10.2,-2.4,1.78782,1,1,12.2,0,10,2.29333,0.233333,2.3,4,10,10,10,9.5,2.6,2.2,2.80444,7.52424,10,10,10,9.63548,4.55111,2.29333
open_space,3.5,-14.5,4.92727,1,1,15.2,0,10,3.4,0,5.3,9.6,10,10,4,3.3,3.4,5.2,6.62,9.75,10,10,5.85263,3.44889,4.19778,5.44
open_space,13.6,-10.3,3.89193,1,1,16.1,0,6.1,10,0,9.4,9.1,6.1,6.1,8.3,10,10,10,9.62778,9.56429,6.98222,6.70222,9.06,10,10,10
open_space,16.9,-9.2,6.14717,1,0,11.8,0,9,3.40444,0.102778,2.8,3.5,9,10,10,10,4.7,2.8,2.96889,6.07111,9.26571,10,10,10,6.6381,3.40444
open_space,16,-7.7,3.28735,1,0,14.7,0,3.93333,7.6,0,10,10,4.7,3.7,3.7,6.2,7.6,10,10,10,6.43871,3.93333,4.47778,7.55778,8.43824,10
open_space,15.7,-14.5,5.495,1,0,10.8,0,5.6,5.2,0,4,4,5.6,10,10,7.5,5.2,5.2,4.50889,4.46,7.22727,10,10,8.51538,5.85778,5.68
open_space,7.1,-17.3,4.40982,1,0,10.4,0,7.9,3.35333,0.2,2.4,2.7,7.9,10,10,7.3,5.3,2.5,2.46667,4.10889,8.675,10,10,8.32414,6.85111,3.35333
open_space,9,-1.1,3.8303,1,0,18.8,0,3.05294,1.2,0.405556,10,10,10,1.4,0.9,0.9,1.2,8.8,10,10,10,3.05294,1.05778,0.96,2.43556,9.12571
open_space,4.3,-19.4,0.468227,1,0,5.2,0,2.72444,0.3,0.472222,10,9.3,4.3,0.6,0.3,0.3,0.3,0.9,10,9.5,5.82667,2.72444,0.402222,0.3,0.471111,2.07647
open_space,13.5,-1.4,3.28784,1,1,9.8,0,6.6,1.2,0.372222,10,10,7.8,6.2,1.5,1.2,1.2,2,10,10,8.76,6.6,2.88444,1.27111,1.44222,3.94839
open_space,16.4,-4.8,5.41121,1,0,9.5,0,4.3,7.04762,0,3.3,3.3,4.3,4.6,6,10,10,5.2,3.88667,3.55556,4.94222,4.96222,7.49565,10,10,7.04762
open_space,7.4,-9.3,0.996912,1,1,17.2,0,7.2,10,0,9.1,8.7,7.2,7.4,10,10,10,10,9.32973,9.476,7.54222,8.33939,10,10,10,10
open_space,4,-6.7,0.546732,1,1,13.9,0,3.9,10,0,6.7,6.5,3.9,3.8,4.4,10,10,10,7.90278,6.74667,5.00889,3.94444,6.22432,10,10,10
open_space,8.2,-5.4,1.23092,1,0,13.5,0,8,7.05128,0,5.2,5.8,8,8.9,10,10,10,5.5,5.33778,7.64889,8.22,9.35833,10,10,10,7.05128
open_space,17.7,-2.9,3.39215,1,1,7.5,0,2.07111,2.8,0.4,10,8.5,2.3,2,2.1,2.7,2.8,5.2,10,9.23333,3.85778,2.07111,2.57556,2.8,3.53778,7.075
open_space,9.3,-18.6,3.52649,1,1,4.2,0,1.2,7.82444,0.380556,1.2,1.1,1.2,2.7,10,10,10,3,1.69778,1.12222,1.63556,4.65882,10,10,10,7.82444
open_space,6.8,-4.5,6.19201,1,1,14.3,0,4.3,10,0,6.8,4.3,4.3,5.6,6.6,8.6,10,10,8.12857,5.08667,4.62889,6.85111,7.10889,9.23,10,10
open_space,0.4,-17,6.21904,1,0,3.9,0,0.217778,2.4,0.558333,10,10,0.3,0.2,0.2,0.2,2.4,3.6,10,10,0.885,0.217778,0.2,0.535556,2.92667,5.56471
open_space,2.9,-17.4,3.3569,1,1,5.1,0,2.4,2.81778,0.35,2.8,2.3,2.4,4.2,10,10,3.2,2.7,3.06444,2.39778,2.92444,6.155,10,10,5.07317,2.81778
open_space,13.6,-4.7,4.36906,1,1,16.1,0,6.1,10,0,10,6.5,6.1,4.8,4.5,5,10,10,10,7.82424,6.26444,6.12667,4.61778,6.66667,10,10
open_space,18.2,-7.2,3.28992,1,0,11.9,0,1.59111,7.1,0.333333,10,10,1.9,1.5,1.5,2.5,7.1,10,10,10,3.67333,1.59111,1.81111,5.28667,8.08158,10
open_space,19.4,-11.9,3.00039,1,0,10.5,0,0.348889,1.8,0.472222,10,7.9,0.5,0.3,0.3,0.4,1.8,10,10,8.6871,2.82444,0.348889,0.306667,0.657778,3.48571,10
open_space,12.6,-1,2.46846,1,1,10.8,0,9.55,0.8,0.416667,1.3,10,10,9.2,7.1,1,0.8,0.8,2.87143,10,10,9.55,7.63111,2.16444,0.855556,0.937778
open_space,2.9,-9.8,3.20743,1,1,12.6,0,9.9,2.95111,0.133333,2.7,4.1,9.9,10,10,9.6,3.6,2.7,3.10444,7.29487,9.97143,10,10,9.72857,6.7,2.95111
open_space,14.9,-16.1,0.302631,1,0,14.8,0,10,3.8,0,5,10,10,10,4.1,3.6,3.8,4.8,6.61333,10,10,10,5.90732,3.71111,4.76222,4.95333
open_space,12.1,-8.1,3.7291,1,0,17.8,0,7.8,9.5,0,10,10,7.8,7.6,8.1,7.9,9.5,10,10,10,8.61379,7.95333,8.97941,8.26667,9.72,10
open_space,6.7,-2.9,3.28771,1,0,14.5,0,10,2.7,0.133333,6.6,10,10,10,3.4,2.7,2.7,4.5,7.70476,10,10,10,5.38684,2.86889,3.26667,6.26
open_space,14,-11.4,6.24561,1,1,15.7,0,10,6.54,0,5.7,7.8,10,10,10,8.3,8.3,5.7,6.26,8.70769,10,10,10,8.89687,8.87778,6.54
open_space,3.5,-12.4,1.70556,1,1,13.3,0,3.3,10,0,4.2,3.3,3.3,5.4,7.4,10,10,10,6.03939,3.52,3.96667,7.16667,8.26944,10,10,10
open_space,8.5,-16.8,2.09745,1,0,13,0,3,10,0.0583333,8.6,5.9,3,2.9,3.3,10,10,10,9.21053,8.10222,3.89111,3,5.24545,10,10,10
open_space,1,-12.9,3.16774,1,0,7.6,0,6.8,0.882222,0.416667,0.8,1.1,6.8,9.9,10,10,1.1,0.8,0.895556,3.04889,7.69111,9.95,10,10,2.60238,0.882222
open_space,19.3,-6.2,4.42573,1,0,10.4,0,0.4,10,0.461111,0.8,0.4,0.4,0.4,1.3,6.8,10,10,2.06923,0.531111,0.4,0.677778,5.09333,8.048,10,10
open_space,13.8,-8.1,4.70065,1,0,15.9,0,5.9,10,0,8.6,5.9,5.9,7.9,7.9,10,10,10,9.2125,6.68,6.54889,8.60222,8.52051,10,10,10
open_space,14.8,-15.4,6.25342,1,0,14.9,0,10,4.3,0,4.9,6.7,10,10,6.4,4.3,4.3,4.9,5.40222,8.02778,10,10,7.86667,4.90667,4.73778,5.50444
open_space,3.6,-11.7,1.42972,1,0,13.4,0,3.4,10,0,5.8,3.4,3.4,4.2,8,10,10,10,7.44118,4.15111,3.60222,6.58667,8.48222,10,10,10
open_space,11.3,-13.8,4.35917,1,1,14.7,0,8.4,7.6303,0,5.9,6.5,8.4,9.2,10,10,10,6.3,6.05333,8.3186,8.62,9.6,10,10,10,7.6303
open_space,17.8,-12.8,1.48408,1,0,12.5,0,7.92195,1.9,0.280556,10,10,10,6.9,3,1.9,1.9,2.5,10,10,10,7.92195,5.55778,2.23333,2.04222,4.39
open_space,8.3,-7.1,5.75512,1,0,16.9,0,6.9,10,0,10,8.1,6.9,7.1,8.1,8.4,10,10,10,8.90625,7.16667,8.45128,8.40889,9.02727,10,10
open_space,6.7,-15.1,5.12099,1,1,14.6,0,10,4.71778,0,5,10,10,10,7,6.5,5,4.6,6.645,10,10,10,8.2,6.66889,6.43333,4.71778
open_space,16.4,-16.8,4.76524,1,0,6.2,0,3.3,3.18222,0.0583333,2.9,3.3,3.3,4.9,10,10,3.9,2.9,3.31333,3.62222,3.77556,6.80833,10,10,5.8871,3.18222
open_space,7,-4.1,1.07676,1,1,11.3,0,6.8,6.28974,0,3.9,4.1,6.8,7.1,10,10,10,4.5,4.02444,5.31778,7.02222,8.16452,10,10,10,6.28974
open_space,4.9,-14.6,1.59979,1,1,14.7,0,4.7,10,0,6.6,4.7,4.7,5.1,5.1,7.4,10,10,7.88889,5.21556,5.32222,5.66,5.76667,8.57143,10,10
open_space,16.9,-5.9,1.86599,1,0,15.7,0,10,2.9,0.102778,6,10,10,10,3.2,2.8,2.9,5.7,7.31795,10,10,10,5,2.88889,3.81778,5.86444
open_space,3,-4.7,0.013571,1,0,14,0,3.12889,10,0.102778,6.4,4.5,4,2.8,2.8,4,10,10,7.84737,5.03556,4.67778,3.12889,3.14222,5.97931,10,10
open_space,8.5,-3.1,5.35918,1,1,12.9,0,2.9,10,0.0583333,10,4.9,2.9,2.9,3.6,8.3,10,10,10,6.735,3.53111,3.07333,6.04667,8.74884,10,10
open_space,1.1,-11.6,0.0831436,1,1,11.2,0,0.971111,8.1,0.405556,10,10,1.2,0.9,0.9,1.4,8.1,10,10,10,2.59318,0.971111,1.03556,4.00444,8.77187,10
open_space,17.5,-7.6,1.30422,1,0,12.5,0,10,2.2,0.233333,7.4,8.5,10,10,4.5,2.3,2.2,2.5,7.65333,9.13846,10,10,6.48824,2.96667,2.27111,4
open_space,15.7,-6.1,1.43039,1,0,15,0,10,4,0,5.9,7.4,10,10,6.8,4,4,5,6.26,8.5,10,10,8.08462,4.88222,4.24,6.16
open_space,2.3,-13.6,0.490595,1,0,12.2,0,2.16,6.9,0.25,10,4.5,2.2,2.1,2.4,6.1,6.9,10,10,6.51875,2.9,2.16,3.63111,6.28444,8.112,10
open_space,14.1,-18.5,3.41474,1,0,5.8,0,1.2,6.67778,0.369444,1.4,1.2,1.2,2.4,5.8,10,10,4.6,2.2,1.23333,1.59333,4.78889,7.20732,10,10,6.67778
open_space,19,-3.4,5.71973,1,0,2.1,0,1.3,1.39556,0.427778,0.7,0.7,1.3,3.3,5.9,10,3.3,0.8,0.724444,0.88,2.60444,4.09111,7.46429,10,5.0125,1.39556
open_space,8.5,-11.6,4.83269,1,1,18.1,0,10,8.4,0,8.2,10,10,10,10,8.3,8.4,8.1,8.82667,10,10,10,10,8.76585,8.97143,8.62558
open_space,19.3,-1.4,5.87204,1,1,1.3,0,0.9,0.608889,0.666667,0.4,0.4,0.9,1.3,2.9,10,1.1,0.4,0.4,0.571111,1.18444,1.76444,4.85294,10,2.57895,0.608889
open_space,3.4,-13.3,5.52107,1,0,16.4,0,6.3,4.6,0,9.2,10,10,4.5,3.2,3.2,4.6,6.4,9.6,10,10,6.3,3.55778,3.60889,6.22889,7.22444
open_space,11.7,-18.2,2.6795,1,1,11.5,0,1.5,10,0.333333,4.9,1.7,1.5,1.6,3.3,8.4,10,10,6.82,2.54444,1.53778,2.09556,6.92444,9.07895,10,10
open_space,9.5,-4.8,4.45572,1,0,19.3,0,6.16444,9.3,0,10,10,9.3,4.8,4.6,5.3,9.3,10,10,10,9.63333,6.16444,4.76,7.45,9.49474,10
open_space,7.6,-8.2,1.3898,1,1,15.6,0,7.4,8.85385,0,8,7.5,7.4,9,10,10,10,8.2,8.39778,8.58286,7.77111,9.47778,10,10,10,8.85385
